date,normalised_level
2001-06-01,1.021451607665215
2001-09-01,
2001-12-01,
2002-03-01,
2002-06-01,0.7508377121730874
2002-09-01,
2002-12-01,
2003-03-01,
2003-06-01,0.16942307204435922
2003-09-01,
2003-12-01,
2004-03-01,
2004-06-01,-0.29000081883632617
2004-09-01,
2004-12-01,
2005-03-01,
2005-06-01,-0.406741913866029
2005-09-01,
2005-12-01,
2006-03-01,
2006-06-01,-0.6872585412439046
2006-09-01,
2006-12-01,
2007-03-01,
2007-06-01,-0.5293005481251091
2007-09-01,
2007-12-01,
2008-03-01,
2008-06-01,-0.22143607355041248
2008-09-01,
2008-12-01,
2009-03-01,
2009-06-01,0.08129859983163014
2009-09-01,
2009-12-01,
2010-03-01,
2010-06-01,0.22068444446477364
2010-09-01,
2010-12-01,
2011-03-01,
2011-06-01,0.36593604184644163
2011-09-01,
2011-12-01,
2012-03-01,
2012-06-01,0.4616889901229667
2012-09-01,
2012-12-01,
2013-03-01,
2013-06-01,-0.21815173451756534
2013-09-01,
2013-12-01,
2014-03-01,
2014-06-01,-0.5327418067699612
2014-09-01,
2014-12-01,
2015-03-01,
2015-06-01,-0.2968837481619031
2015-09-01,
2015-12-01,
2016-03-01,
2016-06-01,-0.1783532679219947
2016-09-01,
2016-12-01,
2017-03-01,
2017-06-01,-0.45954034684534684
2017-09-01,
2017-12-01,
2018-03-01,
2018-06-01,-0.2574806651338199
2018-09-01,
2018-12-01,
2019-03-01,
2019-06-01,0.21165332081960478
2019-09-01,
2019-12-01,
2020-03-01,
2020-06-01,0.7285200906156251
