date,normalised_level
2001-09-01,0.5279028127622986
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,0.18566215090426122
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,-0.03520613062757328
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,-0.35710337950249316
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,-0.2675058523187006
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,-0.5361111283323793
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,-0.5660875021745392
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,-0.3769016682904241
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,-0.2321993724256447
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.02247048208286094
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,0.22690790137033479
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,-0.09200128370751448
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,-0.1164494944178037
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-0.3774610535045573
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,0.05077776664641384
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,0.17739994197511105
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,-0.23494334125325825
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,0.26625018352100466
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,0.7750915835456469
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,1.1169264114787254
