date,normalised_level
2001-03-01,0.6830186627713941
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,0.6571496394159416
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,-0.013443528363320268
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,-0.20570653318982055
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,-0.3845743494962125
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,-0.44377043386606635
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,-0.5864719297386536
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,-0.4981743919310309
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,-0.2544120636847834
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,0.02686691323524182
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.3733150029350919
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,0.42420573797551525
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,-0.38363098151264735
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,-0.38100334895514676
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,-0.20534315142506873
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,-0.06715651321134766
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,0.010286099658089442
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,0.10489656005229989
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,0.423958591572079
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,0.8522707180772845
