date,normalised_level
2001-09-01,0.8033852750600214
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,-0.0892634657429664
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,-0.2952042206106067
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,-0.5114152744965624
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,-0.4988418316805883
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,-0.64227845921457
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,-0.3309294200373987
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,-0.08359337246702649
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,0.05346327309454459
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.5582572189846556
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,0.5533055755746843
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,-0.5462135311637791
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,-0.5627035397475186
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-0.20293360894793408
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,-0.15866578913924997
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,-0.13714493901945618
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,-0.17772136615917447
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,0.479610681172273
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,1.1226584441526568
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,0.4283581340292749
