date,normalised_level
2001-09-01,0.5485991142591168
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,0.21616065552582125
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,-0.03759744371189771
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,-0.3500544183495785
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,-0.28815541472639034
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,-0.5618537842916079
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,-0.5793691668576776
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,-0.3942020099949327
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,-0.2487832058453657
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.028873550511735218
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,0.22589726648306993
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,-0.0946975342916079
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,-0.13278947269740482
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-0.38464181961467786
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,0.029382175853319804
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,0.16792384251998663
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,-0.2469208162632591
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,0.25916750194027643
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,0.7860697640521204
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,1.120435403177747
