date,normalised_level
2001-12-01,1.264417974614057
2002-03-01,
2002-06-01,
2002-09-01,
2002-12-01,1.263439713744492
2003-03-01,
2003-06-01,
2003-09-01,
2003-12-01,1.553928844179275
2004-03-01,
2004-06-01,
2004-09-01,
2004-12-01,0.6869723224401456
2005-03-01,
2005-06-01,
2005-09-01,
2005-12-01,0.3119723224401456
2006-03-01,
2006-06-01,
2006-09-01,
2006-12-01,-1.4131907210381165
2007-03-01,
2007-06-01,
2007-09-01,
2007-12-01,-0.6333022771021888
2008-03-01,
2008-06-01,
2008-09-01,
2008-12-01,-0.7422124601685498
2009-03-01,
2009-06-01,
2009-09-01,
2009-12-01,-0.20536463408159467
2010-03-01,
2010-06-01,
2010-09-01,
2010-12-01,0.44979840939666715
2011-03-01,
2011-06-01,
2011-09-01,
2011-12-01,0.4864288441792768
2012-03-01,
2012-06-01,
2012-09-01,
2012-12-01,0.28903753983144753
2013-03-01,
2013-06-01,
2013-09-01,
2013-12-01,-0.9646581123424633
2014-03-01,
2014-06-01,
2014-09-01,
2014-12-01,-0.5957994166902898
2015-03-01,
2015-06-01,
2015-09-01,
2015-12-01,-0.21139724277724525
2016-03-01,
2016-06-01,
2016-09-01,
2016-12-01,0.307461452874926
2017-03-01,
2017-06-01,
2017-09-01,
2017-12-01,-0.12654735290736774
2018-03-01,
2018-06-01,
2018-09-01,
2018-12-01,-0.05775593842942062
2019-03-01,
2019-06-01,
2019-09-01,
2019-12-01,-0.7292776775598551
2020-03-01,
2020-06-01,
2020-09-01,
2020-12-01,-0.9339515906033347
