date,normalised_level
2001-06-01,2.06912575348628
2001-09-01,
2001-12-01,
2002-03-01,
2002-06-01,-0.058339161793372264
2002-09-01,
2002-12-01,
2003-03-01,
2003-06-01,0.8592163937621834
2003-09-01,
2003-12-01,
2004-03-01,
2004-06-01,-0.1668947173489273
2004-09-01,
2004-12-01,
2005-03-01,
2005-06-01,2.3297544444444442
2005-09-01,
2005-12-01,
2006-03-01,
2006-06-01,0.5384386159844057
2006-09-01,
2006-12-01,
2007-03-01,
2007-06-01,0.840349727095517
2007-09-01,
2007-12-01,
2008-03-01,
2008-06-01,0.7218830604288502
2008-09-01,
2008-12-01,
2009-03-01,
2009-06-01,1.3106608382066283
2009-09-01,
2009-12-01,
2010-03-01,
2010-06-01,1.5228830604288501
2010-09-01,
2010-12-01,
2011-03-01,
2011-06-01,0.4366608382066281
2011-09-01,
2011-12-01,
2012-03-01,
2012-06-01,-0.08989471734892754
2012-09-01,
2012-12-01,
2013-03-01,
2013-06-01,-1.4077836062378162
2013-09-01,
2013-12-01,
2014-03-01,
2014-06-01,-3.494774394319132
2014-09-01,
2014-12-01,
2015-03-01,
2015-06-01,-2.2451836062378163
2015-09-01,
2015-12-01,
2016-03-01,
2016-06-01,-1.9471169395711496
2016-09-01,
2016-12-01,
2017-03-01,
2017-06-01,-0.6331169395711498
2017-09-01,
2017-12-01,
2018-03-01,
2018-06-01,-1.167450272904483
2018-09-01,
2018-12-01,
2019-03-01,
2019-06-01,0.2767026765632033
2019-09-01,
2019-12-01,
2020-03-01,
2020-06-01,0.41856275917065405
