date,normalised_level
2001-03-01,3.7288955625543942
2001-06-01,2.199250132351263
2001-09-01,0.6976387794879627
2001-12-01,2.063700641062569
2002-03-01,3.4112232455320086
2002-06-01,0.05609738743170064
2002-09-01,-0.37839152354234007
2002-12-01,-0.3286085421413264
2003-03-01,2.635174362266783
2003-06-01,0.9736529429872564
2003-09-01,-0.39354303869385543
2003-12-01,0.2318837122180258
2004-03-01,2.0688720239949325
2004-06-01,-0.05245816812385439
2004-09-01,-0.5280884932393093
2004-12-01,1.1991636040255318
2005-03-01,2.0457643523149485
2005-06-01,2.337487450194339
2005-09-01,0.10327514312432644
2005-12-01,1.2553072147198445
2006-03-01,1.8384692905865534
2006-06-01,0.6528751652094785
2006-09-01,-0.6897551599059762
2006-12-01,0.6664660205845325
2007-03-01,1.2105099353917441
2007-06-01,0.9547862763205899
2007-09-01,0.395336347197107
2007-12-01,0.831339529951458
2008-03-01,1.1916705906960208
2008-06-01,0.8363196096539232
2008-09-01,0.7455478703970538
2008-12-01,1.1547654558773837
2009-03-01,0.8461174387347015
2009-06-01,1.4250973874317012
2009-09-01,1.478729688578872
2009-12-01,1.6235022283641563
2010-03-01,0.6883199889822136
2010-06-01,1.637319609653923
2010-09-01,1.2946387794879628
2010-12-01,1.0541173077292356
2011-03-01,0.2099535098071775
2011-06-01,0.551097387431701
2011-09-01,0.086456961306145
2011-12-01,-0.6236973987189542
2012-03-01,-0.868552912054177
2012-06-01,0.024541831876145358
2012-09-01,-0.8624824326332491
2012-12-01,-1.7955586181966905
2013-03-01,-1.607327005709743
2013-06-01,-1.293347057012743
2013-09-01,-0.9455127356635522
2013-12-01,-1.6096326922707642
2014-03-01,-1.9257776229936936
2014-06-01,-3.45720829259623
2014-09-01,-0.502179402330219
2014-12-01,-1.866054757948011
2015-03-01,-2.394683671568654
2015-06-01,-2.1307470570127434
2015-09-01,-0.5044521296029462
2015-12-01,-2.7056049144929863
2016-03-01,-2.6202734107216648
2016-06-01,-1.8326803903460769
2016-09-01,-0.43581576596658245
2016-12-01,-2.1130586181966904
2017-03-01,-2.638527133664187
2017-06-01,-0.5186803903460769
2017-09-01,-0.8630884932393098
2017-12-01,-1.4721326922707645
2018-03-01,-2.552739740687995
2018-06-01,-1.0530137236794104
2018-09-01,-1.0639975841484004
2018-12-01,-0.9718324858753166
2019-03-01,-2.301182703071849
2019-06-01,0.42465915373923213
2019-09-01,0.8841842340334174
2019-12-01,-0.32870676634483814
2020-03-01,-2.3112340688040023
2020-06-01,0.5911539310031142
2020-09-01,0.17024484009402369
2020-12-01,-1.2612993589374315
