date,level,site
2001-09-21,-30.21666666666667,#373231098480401
2002-09-21,-30.29,#373231098480401
2003-09-21,-30.36,#373231098480401
2004-09-21,-30.58,#373231098480401
2005-09-21,-30.61,#373231098480401
2006-09-21,-30.76,#373231098480401
2007-09-21,,#373231098480401
2008-09-21,-30.8,#373231098480401
2009-09-21,-30.9,#373231098480401
2010-09-21,-30.96,#373231098480401
2011-09-21,-31.02,#373231098480401
2012-09-21,-31.21,#373231098480401
2013-09-21,-31.41,#373231098480401
2014-09-21,-31.6,#373231098480401
2015-09-21,-31.68,#373231098480401
2016-09-21,-31.78,#373231098480401
2017-09-21,-31.86,#373231098480401
2018-09-21,-31.93,#373231098480401
2019-09-21,-31.75,#373231098480401
2020-09-21,-31.96,#373231098480401
2001-09-21,-20.94,#373233098411501
2002-09-21,-20.98,#373233098411501
2003-09-21,-21.09,#373233098411501
2004-09-21,-21.22,#373233098411501
2005-09-21,-21.26,#373233098411501
2006-09-21,-21.45,#373233098411501
2007-09-21,,#373233098411501
2008-09-21,-21.51,#373233098411501
2009-09-21,-21.5,#373233098411501
2010-09-21,-21.53,#373233098411501
2011-09-21,-21.65,#373233098411501
2012-09-21,-21.97,#373233098411501
2013-09-21,-22.2,#373233098411501
2014-09-21,-22.43,#373233098411501
2015-09-21,-22.51,#373233098411501
2016-09-21,-22.7,#373233098411501
2017-09-21,-22.83,#373233098411501
2018-09-21,-22.8,#373233098411501
2019-09-21,-22.53,#373233098411501
2020-09-21,-22.24,#373233098411501
2001-09-21,-18.27,#374358098203301
2002-09-21,-18.98,#374358098203301
2003-09-21,-18.78,#374358098203301
2004-09-21,-17.83,#374358098203301
2005-09-21,-18.68,#374358098203301
2006-09-21,-18.81,#374358098203301
2007-09-21,,#374358098203301
2008-09-21,-18.24,#374358098203301
2009-09-21,-18.14,#374358098203301
2010-09-21,-15.92,#374358098203301
2011-09-21,-18.7,#374358098203301
2012-09-21,-19.32,#374358098203301
2013-09-21,-18.64,#374358098203301
2014-09-21,-18.46,#374358098203301
2015-09-21,-18.3,#374358098203301
2016-09-21,-18.47,#374358098203301
2017-09-21,-19.17,#374358098203301
2018-09-21,-19.25,#374358098203301
2019-09-21,-17.03,#374358098203301
2020-09-21,-17.93,#374358098203301
