date,normalised_level
2001-03-01,3.5210407272712434
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,3.1212545473816964
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,2.7222125034133127
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,2.2433666781987545
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,2.2828491945336
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,2.0239922099278767
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,1.6457580786642056
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,1.3928352047397825
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,0.8977490662874168
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,0.2768973508996616
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.0919711941894347
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,-0.8044282226873637
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,-1.40429891906885
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,-2.006819930777249
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,-2.3536724177554884
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,-2.2916071658490873
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,-2.4982786678421016
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,-2.62803550184949
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,-3.1474225987289617
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,-3.3446524001437057
