date,normalised_level
2001-12-01,1.3088224770802732
2002-03-01,
2002-06-01,
2002-09-01,
2002-12-01,1.294950073429278
2003-03-01,
2003-06-01,
2003-09-01,
2003-12-01,1.1651212600623089
2004-03-01,
2004-06-01,
2004-09-01,
2004-12-01,1.1856444760434186
2005-03-01,
2005-06-01,
2005-09-01,
2005-12-01,1.0812285935811052
2006-03-01,
2006-06-01,
2006-09-01,
2006-12-01,0.6832411565741213
2007-03-01,
2007-06-01,
2007-09-01,
2007-12-01,0.8011775068541721
2008-03-01,
2008-06-01,
2008-09-01,
2008-12-01,0.5311699308689268
2009-03-01,
2009-06-01,
2009-09-01,
2009-12-01,0.215079804595791
2010-03-01,
2010-06-01,
2010-09-01,
2010-12-01,-0.15699171908962936
2011-03-01,
2011-06-01,
2011-09-01,
2011-12-01,-0.12801174515494607
2012-03-01,
2012-06-01,
2012-09-01,
2012-12-01,-0.31644045247300845
2013-03-01,
2013-06-01,
2013-09-01,
2013-12-01,-0.8169281410374856
2014-03-01,
2014-06-01,
2014-09-01,
2014-12-01,-0.8026307034490819
2015-03-01,
2015-06-01,
2015-09-01,
2015-12-01,-0.9829472876612966
2016-03-01,
2016-06-01,
2016-09-01,
2016-12-01,-0.822175390500886
2017-03-01,
2017-06-01,
2017-09-01,
2017-12-01,-0.7064012196937024
2018-03-01,
2018-06-01,
2018-09-01,
2018-12-01,-1.091266589693723
2019-03-01,
2019-06-01,
2019-09-01,
2019-12-01,-1.1450676946815894
2020-03-01,
2020-06-01,
2020-09-01,
2020-12-01,-1.2608283206412312
