date,normalised_level
2001-09-01,2.8885219404719513
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,2.876994165371448
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,2.4376492532148335
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,2.2708631169654625
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,1.724695511067088
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,1.224222367757404
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,1.2723796004819485
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,0.8159394814466847
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,0.3478460229483687
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.15516226226460988
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,-0.45728767668532994
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,-0.9603374485508908
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,-1.2115938748731059
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-1.4963780307756844
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,-1.555518028205157
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,-1.690580125214353
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,-1.7727271459649854
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,-2.140446355569565
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,-2.2929175872337213
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,-2.6168922632226352
