date,normalised_level
2001-06-01,0.36773095728556543
2001-09-01,
2001-12-01,
2002-03-01,
2002-06-01,2.2180090386288804
2002-09-01,
2002-12-01,
2003-03-01,
2003-06-01,1.7403936326512939
2003-09-01,
2003-12-01,
2004-03-01,
2004-06-01,0.9410508112098683
2004-09-01,
2004-12-01,
2005-03-01,
2005-06-01,2.9394232496237422
2005-09-01,
2005-12-01,
2006-03-01,
2006-06-01,1.2466416830367124
2006-09-01,
2006-12-01,
2007-03-01,
2007-06-01,1.3529178842356515
2007-09-01,
2007-12-01,
2008-03-01,
2008-06-01,1.044370445633464
2008-09-01,
2008-12-01,
2009-03-01,
2009-06-01,0.6402209103442515
2009-09-01,
2009-12-01,
2010-03-01,
2010-06-01,0.8485900932323824
2010-09-01,
2010-12-01,
2011-03-01,
2011-06-01,-0.6400690196085381
2011-09-01,
2011-12-01,
2012-03-01,
2012-06-01,-0.3020565705122651
2012-09-01,
2012-12-01,
2013-03-01,
2013-06-01,-1.2189224874185558
2013-09-01,
2013-12-01,
2014-03-01,
2014-06-01,-1.8585615094567565
2014-09-01,
2014-12-01,
2015-03-01,
2015-06-01,-1.5448480745721311
2015-09-01,
2015-12-01,
2016-03-01,
2016-06-01,-1.2178278689972266
2016-09-01,
2016-12-01,
2017-03-01,
2017-06-01,-1.0260142723923638
2017-09-01,
2017-12-01,
2018-03-01,
2018-06-01,-2.5271422218044304
2018-09-01,
2018-12-01,
2019-03-01,
2019-06-01,-2.0890249761214994
2019-09-01,
2019-12-01,
2020-03-01,
2020-06-01,-1.751443799053319
