date,normalised_level
2001-03-01,2.9382760482517067
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,2.312268941565639
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,1.9244234875385888
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,1.7212109569298375
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,1.245293325482846
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,0.9829371978294767
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,0.3265684593405153
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,0.11436146414775192
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,0.8350133806225095
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,0.38651778519075874
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.5537051575679248
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,0.29450926824522555
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,-1.0009509246451878
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,-0.8282364794875432
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,-0.8977749080771807
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,-0.723233473376928
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,-0.7869967067692099
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,-0.9394023173168252
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,-1.0453627197520672
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,-1.382182871348972
