date,normalised_level
2001-12-01,0.659289603185133
2002-03-01,
2002-06-01,
2002-09-01,
2002-12-01,0.1481507766439276
2003-03-01,
2003-06-01,
2003-09-01,
2003-12-01,-0.3161704191148076
2004-03-01,
2004-06-01,
2004-09-01,
2004-12-01,-0.5409325223204923
2005-03-01,
2005-06-01,
2005-09-01,
2005-12-01,-0.5029995448809486
2006-03-01,
2006-06-01,
2006-09-01,
2006-12-01,-0.6615015302252635
2007-03-01,
2007-06-01,
2007-09-01,
2007-12-01,-0.3116661817065814
2008-03-01,
2008-06-01,
2008-09-01,
2008-12-01,0.07101895152781082
2009-03-01,
2009-06-01,
2009-09-01,
2009-12-01,0.13789204971360572
2010-03-01,
2010-06-01,
2010-09-01,
2010-12-01,0.413373944851019
2011-03-01,
2011-06-01,
2011-09-01,
2011-12-01,0.6128251715655018
2012-03-01,
2012-06-01,
2012-09-01,
2012-12-01,-0.37584930990764254
2013-03-01,
2013-06-01,
2013-09-01,
2013-12-01,-0.42988109008790926
2014-03-01,
2014-06-01,
2014-09-01,
2014-12-01,-0.26797757281621276
2015-03-01,
2015-06-01,
2015-09-01,
2015-12-01,-0.31204367751896395
2016-03-01,
2016-06-01,
2016-09-01,
2016-12-01,-0.2111342432034621
2017-03-01,
2017-06-01,
2017-09-01,
2017-12-01,0.04389649599318762
2018-03-01,
2018-06-01,
2018-09-01,
2018-12-01,0.3810294265434923
2019-03-01,
2019-06-01,
2019-09-01,
2019-12-01,1.0226964221703587
2020-03-01,
2020-06-01,
2020-09-01,
2020-12-01,0.6913078125227835
