date,level,site
2001-12-21,-6.488913043478261,#400155101521302
2002-12-21,-6.941839080459769,#400155101521302
2003-12-21,-6.940434782608696,#400155101521302
2004-12-21,-6.531847826086956,#400155101521302
2005-12-21,-6.277282608695652,#400155101521302
2006-12-21,-6.2405,#400155101521302
2007-12-21,-5.847173913043479,#400155101521302
2008-12-21,-5.840326086956521,#400155101521302
2009-12-21,-5.723804347826087,#400155101521302
2010-12-21,-5.889130434782608,#400155101521302
2011-12-21,-5.708260869565217,#400155101521302
2012-12-21,-6.354782608695652,#400155101521302
2013-12-21,-6.219673913043478,#400155101521302
2014-12-21,-6.386847826086957,#400155101521302
2015-12-21,-6.395652173913043,#400155101521302
2016-12-21,-6.197934782608696,#400155101521302
2017-12-21,-6.0148913043478265,#400155101521302
2018-12-21,-5.837391304347825,#400155101521302
2019-12-21,-5.672717391304348,#400155101521302
2020-12-21,-5.496956521739131,#400155101521302
2001-12-21,,#400400100531501
2002-12-21,,#400400100531501
2003-12-21,,#400400100531501
2004-12-21,,#400400100531501
2005-12-21,,#400400100531501
2006-12-21,-8.78,#400400100531501
2007-12-21,-8.19,#400400100531501
2008-12-21,,#400400100531501
2009-12-21,,#400400100531501
2010-12-21,,#400400100531501
2011-12-21,-7.96,#400400100531501
2012-12-21,-8.28,#400400100531501
2013-12-21,-8.3,#400400100531501
2014-12-21,,#400400100531501
2015-12-21,,#400400100531501
2016-12-21,-7.77,#400400100531501
2017-12-21,,#400400100531501
2018-12-21,,#400400100531501
2019-12-21,,#400400100531501
2020-12-21,,#400400100531501
2001-12-21,,#401548101080501
2002-12-21,,#401548101080501
2003-12-21,,#401548101080501
2004-12-21,-59.790000000000006,#401548101080501
2005-12-21,,#401548101080501
2006-12-21,-59.807500000000005,#401548101080501
2007-12-21,-60.0025,#401548101080501
2008-12-21,-59.91333333333333,#401548101080501
2009-12-21,-59.89666666666667,#401548101080501
2010-12-21,-59.74333333333333,#401548101080501
2011-12-21,-59.495,#401548101080501
2012-12-21,-59.455,#401548101080501
2013-12-21,-59.41666666666666,#401548101080501
2014-12-21,-59.41,#401548101080501
2015-12-21,-59.21,#401548101080501
2016-12-21,-59.63,#401548101080501
2017-12-21,,#401548101080501
2018-12-21,,#401548101080501
2019-12-21,,#401548101080501
2020-12-21,,#401548101080501
2001-12-21,-22.673333333333336,#401626097210701
2002-12-21,-22.99666666666667,#401626097210701
2003-12-21,-23.243333333333336,#401626097210701
2004-12-21,-23.265,#401626097210701
2005-12-21,-23.36,#401626097210701
2006-12-21,-23.52,#401626097210701
2007-12-21,-23.48333333333333,#401626097210701
2008-12-21,-22.89,#401626097210701
2009-12-21,-22.895,#401626097210701
2010-12-21,,#401626097210701
2011-12-21,,#401626097210701
2012-12-21,-23.62,#401626097210701
2013-12-21,,#401626097210701
2014-12-21,,#401626097210701
2015-12-21,,#401626097210701
2016-12-21,,#401626097210701
2017-12-21,,#401626097210701
2018-12-21,,#401626097210701
2019-12-21,,#401626097210701
2020-12-21,,#401626097210701
2001-12-21,-34.39666666666667,#401837097015301
2002-12-21,-35.17333333333333,#401837097015301
2003-12-21,-35.88333333333333,#401837097015301
2004-12-21,-35.915,#401837097015301
2005-12-21,-35.735,#401837097015301
2006-12-21,-36.026666666666664,#401837097015301
2007-12-21,-36.24333333333333,#401837097015301
2008-12-21,-35.45666666666667,#401837097015301
2009-12-21,-35.68,#401837097015301
2010-12-21,,#401837097015301
2011-12-21,,#401837097015301
2012-12-21,-36.81,#401837097015301
2013-12-21,,#401837097015301
2014-12-21,,#401837097015301
2015-12-21,,#401837097015301
2016-12-21,,#401837097015301
2017-12-21,,#401837097015301
2018-12-21,,#401837097015301
2019-12-21,,#401837097015301
2020-12-21,,#401837097015301
2001-12-21,,#401919100223001
2002-12-21,,#401919100223001
2003-12-21,,#401919100223001
2004-12-21,-36.86,#401919100223001
2005-12-21,,#401919100223001
2006-12-21,-37.0575,#401919100223001
2007-12-21,-37.07333333333333,#401919100223001
2008-12-21,-36.99,#401919100223001
2009-12-21,-37.01666666666667,#401919100223001
2010-12-21,-37.05,#401919100223001
2011-12-21,-36.67333333333333,#401919100223001
2012-12-21,-36.585,#401919100223001
2013-12-21,-36.66333333333333,#401919100223001
2014-12-21,-36.73,#401919100223001
2015-12-21,-36.74,#401919100223001
2016-12-21,-36.91333333333333,#401919100223001
2017-12-21,,#401919100223001
2018-12-21,,#401919100223001
2019-12-21,,#401919100223001
2020-12-21,,#401919100223001
2001-12-21,,#401928098292502
2002-12-21,,#401928098292502
2003-12-21,,#401928098292502
2004-12-21,,#401928098292502
2005-12-21,,#401928098292502
2006-12-21,-19.42,#401928098292502
2007-12-21,-19.35,#401928098292502
2008-12-21,-18.28,#401928098292502
2009-12-21,-19.75,#401928098292502
2010-12-21,-17.62,#401928098292502
2011-12-21,-16.62,#401928098292502
2012-12-21,-18.71,#401928098292502
2013-12-21,,#401928098292502
2014-12-21,,#401928098292502
2015-12-21,,#401928098292502
2016-12-21,-18.87,#401928098292502
2017-12-21,-19.5,#401928098292502
2018-12-21,,#401928098292502
2019-12-21,,#401928098292502
2020-12-21,,#401928098292502
2001-12-21,-43.65,#402103098475701
2002-12-21,-44.21,#402103098475701
2003-12-21,-45.41,#402103098475701
2004-12-21,-45.44,#402103098475701
2005-12-21,-45.21,#402103098475701
2006-12-21,-45.19,#402103098475701
2007-12-21,-45.23,#402103098475701
2008-12-21,-44.81,#402103098475701
2009-12-21,-44.82,#402103098475701
2010-12-21,-44.56,#402103098475701
2011-12-21,-44.08,#402103098475701
2012-12-21,-44.85,#402103098475701
2013-12-21,-45.18,#402103098475701
2014-12-21,-44.49,#402103098475701
2015-12-21,-45.39,#402103098475701
2016-12-21,-46.06,#402103098475701
2017-12-21,-46.18,#402103098475701
2018-12-21,-45.49,#402103098475701
2019-12-21,-44.56,#402103098475701
2020-12-21,,#402103098475701
2001-12-21,-52.45,#402105098543201
2002-12-21,-52.91,#402105098543201
2003-12-21,-53.56,#402105098543201
2004-12-21,-53.54,#402105098543201
2005-12-21,-53.43,#402105098543201
2006-12-21,-53.22,#402105098543201
2007-12-21,-53.33,#402105098543201
2008-12-21,-53.48,#402105098543201
2009-12-21,-52.87,#402105098543201
2010-12-21,-52.42,#402105098543201
2011-12-21,-51.97,#402105098543201
2012-12-21,-52.65,#402105098543201
2013-12-21,-52.25,#402105098543201
2014-12-21,-52.11,#402105098543201
2015-12-21,-52.54,#402105098543201
2016-12-21,-52.67,#402105098543201
2017-12-21,-52.97,#402105098543201
2018-12-21,-52.91,#402105098543201
2019-12-21,-52.49,#402105098543201
2020-12-21,,#402105098543201
2001-12-21,-39.36,#402236100013201
2002-12-21,-39.44,#402236100013201
2003-12-21,-39.74,#402236100013201
2004-12-21,-40.09,#402236100013201
2005-12-21,-39.82,#402236100013201
2006-12-21,-39.9,#402236100013201
2007-12-21,-39.51,#402236100013201
2008-12-21,-39.11,#402236100013201
2009-12-21,-39.03,#402236100013201
2010-12-21,-39.02,#402236100013201
2011-12-21,-38.75,#402236100013201
2012-12-21,-39.11,#402236100013201
2013-12-21,-39.22,#402236100013201
2014-12-21,-39.03,#402236100013201
2015-12-21,-39.32,#402236100013201
2016-12-21,-39.78,#402236100013201
2017-12-21,-38.74,#402236100013201
2018-12-21,-38.5,#402236100013201
2019-12-21,-38.29,#402236100013201
2020-12-21,,#402236100013201
2001-12-21,,#402324098220601
2002-12-21,,#402324098220601
2003-12-21,,#402324098220601
2004-12-21,,#402324098220601
2005-12-21,,#402324098220601
2006-12-21,-36.24,#402324098220601
2007-12-21,-36.09,#402324098220601
2008-12-21,-35.73,#402324098220601
2009-12-21,-36.76,#402324098220601
2010-12-21,-36.67,#402324098220601
2011-12-21,,#402324098220601
2012-12-21,-36.52,#402324098220601
2013-12-21,,#402324098220601
2014-12-21,,#402324098220601
2015-12-21,,#402324098220601
2016-12-21,-37.21,#402324098220601
2017-12-21,-37.14,#402324098220601
2018-12-21,,#402324098220601
2019-12-21,,#402324098220601
2020-12-21,,#402324098220601
2001-12-21,,#402411098370101
2002-12-21,,#402411098370101
2003-12-21,,#402411098370101
2004-12-21,,#402411098370101
2005-12-21,,#402411098370101
2006-12-21,-23.42,#402411098370101
2007-12-21,-23.42,#402411098370101
2008-12-21,-23.08,#402411098370101
2009-12-21,-23.43,#402411098370101
2010-12-21,-22.75,#402411098370101
2011-12-21,-22.17,#402411098370101
2012-12-21,-23.55,#402411098370101
2013-12-21,,#402411098370101
2014-12-21,,#402411098370101
2015-12-21,,#402411098370101
2016-12-21,-25.06,#402411098370101
2017-12-21,-24.97,#402411098370101
2018-12-21,,#402411098370101
2019-12-21,,#402411098370101
2020-12-21,,#402411098370101
2001-12-21,,#402415098311601
2002-12-21,,#402415098311601
2003-12-21,,#402415098311601
2004-12-21,,#402415098311601
2005-12-21,,#402415098311601
2006-12-21,-11.14,#402415098311601
2007-12-21,-10.9,#402415098311601
2008-12-21,-10.88,#402415098311601
2009-12-21,-11.61,#402415098311601
2010-12-21,-10.4,#402415098311601
2011-12-21,,#402415098311601
2012-12-21,-12.08,#402415098311601
2013-12-21,,#402415098311601
2014-12-21,,#402415098311601
2015-12-21,,#402415098311601
2016-12-21,-12.91,#402415098311601
2017-12-21,-12.5,#402415098311601
2018-12-21,,#402415098311601
2019-12-21,,#402415098311601
2020-12-21,,#402415098311601
2001-12-21,,#402507098255801
2002-12-21,,#402507098255801
2003-12-21,,#402507098255801
2004-12-21,,#402507098255801
2005-12-21,,#402507098255801
2006-12-21,-30.34,#402507098255801
2007-12-21,-30.26,#402507098255801
2008-12-21,-30.31,#402507098255801
2009-12-21,-30.56,#402507098255801
2010-12-21,-30.46,#402507098255801
2011-12-21,,#402507098255801
2012-12-21,-30.72,#402507098255801
2013-12-21,,#402507098255801
2014-12-21,,#402507098255801
2015-12-21,,#402507098255801
2016-12-21,-31.27,#402507098255801
2017-12-21,-31.04,#402507098255801
2018-12-21,,#402507098255801
2019-12-21,,#402507098255801
2020-12-21,,#402507098255801
2001-12-21,,#402614100373001
2002-12-21,,#402614100373001
2003-12-21,,#402614100373001
2004-12-21,,#402614100373001
2005-12-21,,#402614100373001
2006-12-21,-76.31,#402614100373001
2007-12-21,-75.97,#402614100373001
2008-12-21,,#402614100373001
2009-12-21,,#402614100373001
2010-12-21,,#402614100373001
2011-12-21,,#402614100373001
2012-12-21,-75.86,#402614100373001
2013-12-21,-76.1,#402614100373001
2014-12-21,,#402614100373001
2015-12-21,,#402614100373001
2016-12-21,-75.99,#402614100373001
2017-12-21,,#402614100373001
2018-12-21,,#402614100373001
2019-12-21,,#402614100373001
2020-12-21,,#402614100373001
2001-12-21,,#402623100222001
2002-12-21,,#402623100222001
2003-12-21,,#402623100222001
2004-12-21,,#402623100222001
2005-12-21,,#402623100222001
2006-12-21,-63.37,#402623100222001
2007-12-21,-63.4,#402623100222001
2008-12-21,,#402623100222001
2009-12-21,,#402623100222001
2010-12-21,,#402623100222001
2011-12-21,,#402623100222001
2012-12-21,-62.94,#402623100222001
2013-12-21,-62.97,#402623100222001
2014-12-21,,#402623100222001
2015-12-21,,#402623100222001
2016-12-21,-62.73,#402623100222001
2017-12-21,,#402623100222001
2018-12-21,,#402623100222001
2019-12-21,,#402623100222001
