AgencyCd,SiteNo,LithologyDescription
CODWR,149917,GRAVEL WITH CLAY/SILT
CODWR,149917,SAND WITH GRAVEL
CODWR,149917,CLAY
CODWR,149917,SAND WITH GRAVEL
CODWR,149917,CLAY
CODWR,149917,SAND WITH GRAVEL
CODWR,149917,CLAY
CODWR,149917,SAND WITH GRAVEL
CODWR,149917,SHALE
CODWR,990,TOPSOIL
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH GRAVEL
CODWR,990,SAND WITH GRAVEL
CODWR,990,"SAND, MED-COARSE"
CODWR,990,"SAND, FINE-MED"
CODWR,990,"SAND, FINE-MED"
CODWR,990,"SAND, FINE-MED"
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,SAND WITH CLAY/SILT
CODWR,990,"SAND, FINE-MED"
CODWR,990,CLAY
CODWR,990,"SAND, FINE-MED"
CODWR,990,CLAY
CODWR,990,SHALE
CODWR,993,CLAY
CODWR,993,SAND WITH GRAVEL
CODWR,993,SAND WITH CLAY/SILT
CODWR,993,SAND WITH GRAVEL
CODWR,993,SHALE
CODWR,997,TOPSOIL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,"SAND, MED-COARSE"
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,"SAND, MED-COARSE"
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,"SAND, MED-COARSE"
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,"SAND, MED-COARSE"
CODWR,997,GRAVEL WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH CLAY/SILT
CODWR,997,SAND WITH GRAVEL
CODWR,1088,TOPSOIL
CODWR,1088,"SAND, FINE-MED"
CODWR,1088,GRAVEL
CODWR,1088,"SAND, FINE-MED"
CODWR,1088,"SAND, FINE-MED"
CODWR,1088,"SAND, MED-COARSE"
CODWR,1088,"SAND, FINE-MED"
CODWR,1088,"SAND, MED-COARSE"
CODWR,1088,"SAND, MED-COARSE"
CODWR,1088,SHALE
CODWR,1088,SHALE
CODWR,149871,GRAVEL
CODWR,149871,GRAVEL WITH CLAY/SILT
CODWR,149871,GRAVEL
CODWR,149871,SAND WITH CLAY/SILT
CODWR,149871,GRAVEL WITH CLAY/SILT
CODWR,149871,GRAVEL
CODWR,149871,GRAVEL
CODWR,149871,CLAY
CODWR,998,TOPSOIL
CODWR,998,CLAY
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SAND WITH CLAY/SILT
CODWR,998,"SAND, FINE-MED"
CODWR,998,SHALE
CODWR,998,SHALE
CODWR,149709,SAND WITH CLAY/SILT
CODWR,149709,SAND WITH GRAVEL
CODWR,149709,SAND WITH CLAY/SILT
CODWR,149709,SAND WITH GRAVEL
CODWR,149709,SANDSTONE
CODWR,149709,SAND WITH GRAVEL
CODWR,149709,CLAY
CODWR,149709,SAND WITH GRAVEL
CODWR,149709,SANDSTONE
CODWR,149709,SAND WITH GRAVEL
CODWR,149688,TOPSOIL
CODWR,149688,CLAY
CODWR,149688,SANDSTONE
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH CLAY/SILT
CODWR,149688,GRAVEL WITH CLAY/SILT
CODWR,149688,CLAY
CODWR,149688,SAND WITH CLAY/SILT
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH CLAY/SILT
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,SAND WITH GRAVEL
CODWR,149688,GRAVEL WITH CLAY/SILT
CODWR,149688,SHALE
CODWR,1008,TOPSOIL
CODWR,1008,SAND WITH CLAY/SILT
CODWR,1008,SAND WITH CLAY/SILT
CODWR,1008,GRAVEL
CODWR,1008,GRAVEL WITH CLAY/SILT
CODWR,1008,GRAVEL
CODWR,1008,SHALE
CODWR,1115,GRAVEL
CODWR,1115,GRAVEL WITH CLAY/SILT
CODWR,1115,SAND WITH CLAY/SILT
CODWR,1115,GRAVEL WITH CLAY/SILT
CODWR,1115,GRAVEL
CODWR,1115,CLAY
CODWR,151052,TOPSOIL
CODWR,151052,GRAVEL
CODWR,151052,"SAND, FINE-MED"
CODWR,151052,GRAVEL
CODWR,151052,GRAVEL
CODWR,151052,SAND WITH GRAVEL
CODWR,151052,GRAVEL
CODWR,151052,"SAND, FINE-MED"
CODWR,151052,SAND WITH CLAY/SILT
CODWR,151052,"SAND, FINE-MED"
CODWR,151052,SHALE
CODWR,1110,TOPSOIL
CODWR,1110,SAND WITH CLAY/SILT
CODWR,1110,GRAVEL
CODWR,1110,GRAVEL WITH CLAY/SILT
CODWR,1110,SAND WITH CLAY/SILT
CODWR,1110,GRAVEL
CODWR,1110,SHALE
CODWR,149916,TOPSOIL
CODWR,149916,CLAY
CODWR,149916,"SAND, FINE-MED"
CODWR,149916,CLAY
CODWR,149916,SAND WITH CLAY/SILT
CODWR,149916,CLAY
CODWR,149916,"SAND, FINE-MED"
CODWR,149916,CLAY
CODWR,149916,CLAY
CODWR,149916,"SAND, FINE-MED"
CODWR,149916,SHALE
CODWR,1002,TOPSOIL
CODWR,1002,SAND WITH CLAY/SILT
CODWR,1002,"SAND, FINE-MED"
CODWR,1002,CLAY
CODWR,1002,SANDSTONE
CODWR,1002,"SAND, FINE-MED"
CODWR,1002,SAND WITH CLAY/SILT
CODWR,1002,"SAND, FINE-MED"
CODWR,1002,SAND WITH CLAY/SILT
CODWR,1002,"SAND, FINE-MED"
CODWR,1002,SAND WITH CLAY/SILT
CODWR,1002,CLAY
CODWR,1002,SAND WITH CLAY/SILT
CODWR,1002,CLAY
CODWR,1002,CLAY
CODWR,987,TOPSOIL
CODWR,987,SAND WITH CLAY/SILT
CODWR,987,"SAND, FINE-MED"
CODWR,987,SAND WITH CLAY/SILT
CODWR,987,"SAND, FINE-MED"
CODWR,987,"SAND, FINE-MED"
CODWR,987,"SAND, FINE-MED"
CODWR,987,"SAND, FINE-MED"
CODWR,987,"SAND, FINE-MED"
CODWR,987,"SAND, FINE-MED"
CODWR,987,SAND WITH GRAVEL
CODWR,987,SAND WITH CLAY/SILT
CODWR,987,SAND WITH CLAY/SILT
CODWR,987,GRAVEL
CODWR,987,SAND WITH CLAY/SILT
CODWR,987,SAND WITH CLAY/SILT
CODWR,987,GRAVEL WITH CLAY/SILT
CODWR,149870,TOPSOIL
CODWR,149870,TOPSOIL
CODWR,149870,GRAVEL WITH CLAY/SILT
CODWR,149870,GRAVEL
CODWR,149870,SAND WITH GRAVEL
CODWR,149870,CLAY
CODWR,149870,GRAVEL
CODWR,149870,SANDSTONE
CODWR,149870,SAND WITH GRAVEL
CODWR,149870,"SAND, FINE-MED"
CODWR,149870,SAND WITH CLAY/SILT
CODWR,149870,SAND WITH CLAY/SILT
CODWR,149870,"SAND, FINE-MED"
CODWR,149870,SAND WITH CLAY/SILT
CODWR,149870,SHALE
CODWR,981,GRAVEL
CODWR,981,SANDSTONE
CODWR,981,GRAVEL
CODWR,981,SANDSTONE
CODWR,981,GRAVEL WITH CLAY/SILT
CODWR,981,GRAVEL WITH CLAY/SILT
CODWR,981,SANDSTONE
CODWR,981,SAND WITH CLAY/SILT
CODWR,981,SAND WITH GRAVEL
CODWR,981,GRAVEL
CODWR,981,GRAVEL WITH CLAY/SILT
CODWR,981,GRAVEL
CODWR,981,GRAVEL WITH CLAY/SILT
CODWR,981,GRAVEL
CODWR,981,GRAVEL
CODWR,981,GRAVEL WITH CLAY/SILT
CODWR,981,SHALE
CODWR,991,TOPSOIL
CODWR,991,CLAY
CODWR,991,CLAY
CODWR,991,SAND WITH CLAY/SILT
CODWR,991,CLAY
CODWR,991,SAND WITH CLAY/SILT
CODWR,991,SAND WITH CLAY/SILT
CODWR,991,SAND WITH CLAY/SILT
CODWR,991,"SAND, FINE-MED"
CODWR,991,"SAND, FINE-MED"
CODWR,991,"SAND, FINE-MED"
CODWR,991,"SAND, MED-COARSE"
CODWR,991,"SAND, FINE-MED"
CODWR,991,"SAND, MED-COARSE"
CODWR,991,"SAND, FINE-MED"
CODWR,991,SAND WITH CLAY/SILT
CODWR,991,CLAY
CODWR,991,"SAND, FINE-MED"
CODWR,991,CLAY
CODWR,991,"SAND, FINE-MED"
CODWR,991,CLAY
CODWR,991,"SAND, FINE-MED"
CODWR,991,CLAY
CODWR,1009,TOPSOIL
CODWR,1009,SAND WITH CLAY/SILT
CODWR,1009,SAND WITH CLAY/SILT
CODWR,1009,"SAND, FINE-MED"
CODWR,1009,CLAY
CODWR,1009,"SAND, FINE-MED"
CODWR,1009,CLAY
CODWR,1009,"SAND, FINE-MED"
CODWR,1009,CLAY
CODWR,1009,SAND WITH CLAY/SILT
CODWR,1009,"SAND, FINE-MED"
CODWR,1009,CLAY
CODWR,1009,"SAND, FINE-MED"
CODWR,1009,CLAY
CODWR,1009,"SAND, FINE-MED"
CODWR,1009,"SAND, MED-COARSE"
CODWR,1009,SHALE
CODWR,1010,GRAVEL
CODWR,1010,SAND WITH CLAY/SILT
CODWR,1010,GRAVEL
CODWR,1010,SAND WITH CLAY/SILT
CODWR,1010,GRAVEL
CODWR,1010,SAND WITH CLAY/SILT
CODWR,1010,GRAVEL
CODWR,1010,CLAY
CODWR,1010,GRAVEL
CODWR,1010,CLAY
CODWR,1010,GRAVEL
CODWR,1010,SHALE
TWDB,2524601,Loose Sand
TWDB,2524601,Red Sandy Clay
TWDB,2524601,Caliche and Caliche Rock
TWDB,2524601,Sandy Clay
TWDB,2524601,Sand Rock
TWDB,2524601,Hard Rock
TWDB,2524601,Sandy Clay w/ Sandstone
TWDB,2524601,Hard Rock
TWDB,2524601,Sandy Rock
TWDB,2524601,Sandy Clay w/ Sandstone
TWDB,2524601,Sand and Gravel
TWDB,2524601,Sandy Clay
TWDB,2524601,Loose Sand and Gravel
TWDB,2524601,Yellow Clay
TWDB,2524601,Blue Clay
TWDB,2417504,TOP SOIL
TWDB,2417504,CALICHE
TWDB,2417504,SANDSTONE
TWDB,2417504,BROWN CLAY & ROCK
TWDB,2417504,SAND & GRAVEL
TWDB,2417504,YELLOW CLAY
TWDB,2417504,BLUE CLAY
TWDB,2428401,Surface and clay
TWDB,2428401,Clay
TWDB,2428401,Clay and rock ledges
TWDB,2428401,Sandy clay
TWDB,2428401,Rock
TWDB,2428401,Packsand
TWDB,2428401,Sand and clay silt
TWDB,2428401,"Sand, hard"
TWDB,2428401,Clay and rock ledges
TWDB,2428401,Sandy clay
TWDB,2428401,Sand and gravel
TWDB,2428401,Clay
TWDB,2428401,"Sand, gravel and clay streaks"
TWDB,2428401,Light blue clay
TWDB,2419902,Surface
TWDB,2419902,Sandy Clay and Caliche
TWDB,2419902,Clay and Rock
TWDB,2419902,Sandy Clay
TWDB,2419902,Sand and Clay Silt
TWDB,2419902,"Sand, Silt and Rock"
TWDB,2419902,Sand and Silt
TWDB,2419902,"Sand, Silt and Rock"
TWDB,2419902,Sandy Silt and Clay
TWDB,2419902,"Sand, Gravel, some Clay"
TWDB,2419902,Impervious Clays
TWDB,2411803,Top Soil
TWDB,2411803,Caliche Rock
TWDB,2411803,Dry Sand
TWDB,2411803,Hard Lime Rock
TWDB,2411803,Sandy Clay
TWDB,2411803,Water Sand
TWDB,2411803,Dry Sand
TWDB,2411803,Water Sand
TWDB,2411803,Water Sand and Gravel
TWDB,2411803,Blue Clay
TWDB,2410702,Top Soil
TWDB,2410702,Caliche
TWDB,2410702,Sandy Caliche
TWDB,2410702,Gray Lime
TWDB,2410702,Sand
TWDB,2410702,Sand and Stone
TWDB,2410702,Water
TWDB,2410702,Yellow and Blue Clay
TWDB,2331201,Top Soil
TWDB,2331201,Caliche
TWDB,2331201,"Cap Rock, Soft Spots"
TWDB,2331201,"Sandy Clay, Sandrock"
TWDB,2331201,Sandy Clay Strips of Fine Loose Sand
TWDB,2331201,"White Sandy Clay, Some Sand"
TWDB,2331201,Loose Coarse Sand and Broken Sandstone
TWDB,2331201,"Medium Soft Sandstone, Strips of Sand, Medium Coarse"
TWDB,2331201,"Cemented Gravel, Strips of Medium Coarse Sand"
TWDB,2331201,"Medium Loose Fine Sand, Strips of Sandstone"
TWDB,2331201,Medium Coarse Gravel
TWDB,2331201,Hard Rock
TWDB,2331201,Blue Clay and Boulders
TWDB,2331201,Cemented Gravel
TWDB,2331201,Blue Clay
TWDB,2331201,Red Bed
TWDB,2336301,Soil
TWDB,2336301,Rock (hard)
TWDB,2336301,"Caliche, Clay and Rock"
TWDB,2336301,Sandstone and Clay Streaks
TWDB,2336301,"Fine Sand, Sandy Clay and Sandstone"
TWDB,2336301,Fine Sand and Sandstone
TWDB,2336301,"Sandstone, Fine Sand and Clay"
TWDB,2336301,"Sand, Clay and Sandy Streaks"
TWDB,2336301,Sandy Clay and Streaks Sandstone and Sand
TWDB,2336301,"Sand, gravel and Streaks Sandstone"
TWDB,2336301,Sandy Clay
TWDB,2336301,"Sandy Clay, Sandstone and Rock Streaks"
TWDB,2336301,"Sandy Clay, Rock and Sand Streaks"
TWDB,2336301,Rock
TWDB,2336301,Red and Blue Clay
TWDB,2336301,Sand (Cemented) and Rock
TWDB,2336301,Blue Clay and Rock Streaks
TWDB,2336301,Yellow Sandstone and Sand
TWDB,2336301,Blue and Red
TWDB,251702,surface
TWDB,251702,coarse sand small gravel thin streaks clay and caliche
TWDB,251702,coarse sand small gravel clean
TWDB,251702,some traces clay
TWDB,251702,soft sandy clay and hard streaks
TWDB,251702,coarse sand clean with hard streaks
TWDB,251702,rock
TWDB,251702,coarse sand some gravel traces blue clay
TWDB,251702,rock
TWDB,251702,coarse sand some clay
TWDB,251702,yellow hard clay
TWDB,252301,top soil
TWDB,252301,clay and caliche
TWDB,252301,sand gravel
TWDB,252301,clay sand & clay
TWDB,252301,fine & med. sand
TWDB,252301,med. & fine sand
TWDB,252301,clay - sandy clay& course sand
TWDB,252301,medium & course sand
TWDB,252301,coarse sand - sandy clay
TWDB,252301,clay sand - red bed (red beds @ 470)
TWDB,253201,surface
TWDB,253201,sand
TWDB,253201,coarse sand and gravel (dry)
TWDB,253201,fine sand
TWDB,253201,gravel
TWDB,253201,coarse sand
TWDB,253201,fine sand
TWDB,253201,fine to med. with fine gravel
TWDB,253201,fine to med. sand
TWDB,253201,med. to coarse sand
TWDB,253201,red bed
TWDB,258102,top soil
TWDB,258102,caliche
TWDB,258102,caprock
TWDB,258102,clay & sand w/thin rock
TWDB,258102,nedium sand w/clay streaks
TWDB,258102,coarse sand & gravel
TWDB,258102,coarse sand and clay streaks
TWDB,258102,cemented sand gravel
TWDB,258102,red clay
TWDB,260201,top soil
TWDB,260201,caliche & clay
TWDB,260201,sand & clay
TWDB,260201,clay
TWDB,260201,sand & clay
TWDB,260201,fine to med sand
TWDB,260201,clay
TWDB,260201,coarse sand
TWDB,260201,coarse sand to fine gravel
TWDB,260201,fine gravel
TWDB,260201,red bed
TWDB,263201,top soil
TWDB,263201,caliche
TWDB,263201,caprock
TWDB,263201,caliche
TWDB,263201,sand
TWDB,263201,caliche w/ some sand
TWDB,263201,sand & gravel
TWDB,263201,clay & caliche
TWDB,263201,"sand, gravel & clay"
TWDB,263201,clay
TWDB,263201,sand & gravel
TWDB,263201,clay w/ some sand
TWDB,263201,coarse sand
TWDB,263201,red clay & sand
TWDB,263201,redbed
TWDB,148902,Surface
TWDB,148902,Red Sand
TWDB,148902,"Red Sand, Clay Streaks - Loose"
TWDB,148902,Sand w/ Clay - Loose
TWDB,148902,Sand and Clay - Loose
TWDB,148902,Sand and Gravel
TWDB,148902,"Sand and Clay, Some gravel"
TWDB,148902,Sand and Gravel
TWDB,148902,Sand and Gravel w/ Clay
TWDB,148902,"Sand, Gravel and Clay to Blue Shale"
TWDB,148902,Blue Shale
TWDB,164301,Top Soil
TWDB,164301,"Caliche, Clay and Sand"
TWDB,164301,Fine to Medium Sand w/ Clay Streaks
TWDB,164301,Clay w/ Small Streaks Fine Sand
TWDB,164301,Fine to Medium Sand
TWDB,164301,Clay w/ some Sand
TWDB,164301,Clay and Shale
TWDB,235803,hard surface caliche
TWDB,235803,"caliche, sand & gravel strips"
TWDB,235803,sand & sandy clay w/ small gravel
TWDB,235803,sandy clay & clay w/sand strips
TWDB,235803,sandy clay & clay
TWDB,235803,"clay & sandy clay, hard sandstone"
TWDB,235803,hard sandstone w/ multicolored clay
TWDB,235803,blue clay &hard shale
TWDB,235803,blue to green shale& clay w/ yellow sandstone strip
TWDB,235803,blue & green shale & clay
TWDB,235803,dark brown & gray shale & clay
TWDB,235803,dark brown shale& clay w/ white sandstone strip
TWDB,235803,"dark brown shale& clay, gray shale & clay"
TWDB,235803,"gray shale, sadstone& fine sand, brown & gray shale"
TWDB,235803,"gray shale w/ some brown, fine to med sand"
TWDB,235803,fine to med gray sand w/ blue shale strip
TWDB,235803,"gray shale strip, red shale& clay"
TWDB,235803,red & gray shale & clay
TWDB,235803,red shale & clay w/ gray shale strips
TWDB,235803,"yellow shale strip, red to dark gray clay& shale"
TWDB,235803,dark red & gray shale & clay (hard)
TWDB,235803,gray to blue shale& clay w/ red clay strips
TWDB,235803,dark red & gray shale & clay
TWDB,235803,red & gray clay & shale
TWDB,235803,red & gray clay & shale w/ small sandstone strip (Hard)
TWDB,244601,"top soil, caliche, sand"
TWDB,244601,med. coarse sand
TWDB,244601,sand and coarse gravel
TWDB,244601,clay
TWDB,244601,emd. coarse sand
TWDB,244601,clay
TWDB,244601,coarse sand
TWDB,244601,coarse sand
TWDB,244601,"clay, brown and green-red bed"
TWDB,251501,top soil
TWDB,251501,"caliche, clay & sand"
TWDB,251501,fine to med sand w/some clay
TWDB,251501,med to coarse sand
TWDB,251501,fine to med sand w/small clay streaks
TWDB,251501,clay
TWDB,254701,"top soil, caliche& cap rock"
TWDB,254701,med to coarse sand
TWDB,254701,med to coarse sand w/ clay streaks
TWDB,254701,coarse sand & gravel--firm
TWDB,254701,red bed
TWDB,254802,"top soil, caliche& cap rock"
TWDB,254802,med loose sand
TWDB,254802,coarse loose sand
TWDB,254802,clay
TWDB,254802,coarse firm sand
TWDB,254802,med sand
TWDB,254802,clay
TWDB,254802,coarse to med sand
TWDB,254802,clay
TWDB,254802,coarse to med sand
TWDB,254802,red bed
TWDB,261501,top soil
TWDB,261501,caliche
TWDB,261501,clay
TWDB,261501,fine dry sand
TWDB,261501,sand & clay streaks
TWDB,261501,clay
TWDB,261501,sand and hard streaks
TWDB,261501,clay & fine sand
TWDB,261501,fine sand
TWDB,261501,med fine sand
TWDB,261501,med coarse sand
TWDB,261501,coarse sand & gravel streaks
TWDB,261501,red clay & shale
TWDB,236903,hard surface caliche
TWDB,236903,"caliche, sand & gravel w/ sandy clay"
TWDB,236903,sandy clay w/ sand& gravel strips
TWDB,236903,brown clay
TWDB,236903,"brown clay, yellow sandstone w/ rock strip"
TWDB,236903,"yellow sandstone, hard rock strip, red clay, sandstone"
TWDB,236903,yellow sandstone w/ clay&small sand strip
TWDB,236903,"sandy clay & clay, fine sand"
TWDB,236903,"sandy clay & sand, red clay & shale, green clay"
TWDB,236903,"green clay, hard blue shale, red clay& shale"
TWDB,236903,"red clay & shale, gray sandstone& clay, red shale"
TWDB,236903,red clay & shale w/ small gray shale strips
TWDB,236903,red clay & shale w/ hard conglomerate rock strip
TWDB,236903,red clay & shale w/ gray shale strip
TWDB,236903,"orange shale & clay, hard red shale w/ blue shale strips"
TWDB,236903,brown shale & clay w/ red shale & sandstone strip
TWDB,236903,"red clay & shale w/ conglomerate rock, blue shale, red clay"
TWDB,236903,red clay w/ shale strips
TWDB,253601,top soil
TWDB,253601,caliche
TWDB,253601,sand
TWDB,253601,clay and rock
TWDB,253601,sand-fine
TWDB,253601,clay and fine sand
TWDB,253601,med fine hard sand
TWDB,253601,med hard coarse sand
TWDB,253601,coarse sand
TWDB,253601,coarse sand & gravel
TWDB,253601,"clay, rock and red clay"
TWDB,249201,Top Soil
TWDB,249201,"Clay, Caliche and Sand"
TWDB,249201,Clay and Fine Sand
TWDB,249201,Fine to Medium Sand
TWDB,249201,Medium to Coarse Sand and some Clay
TWDB,249201,Fine Sand and Clay
TWDB,249201,Clay w/ some Fine Sand
TWDB,249201,Clay w/ Small Streaks Fine Sand
TWDB,249201,Coarse Sand and Gravel
TWDB,249201,Gray Clay
TWDB,249801,Top Soil
TWDB,249801,Clay and Caliche
TWDB,249801,Clay and Sandy Clay
TWDB,249801,Clay
TWDB,249801,"Sand, Clay and Sandy Streaks"
TWDB,249801,Clay and Sandy Clay
TWDB,249801,Medium Sand
TWDB,249801,Medium Sand w/ Clay
TWDB,249801,Coarse Sand w/ Clay
TWDB,249801,Medium Sand w/ Clay
TWDB,249801,Clay w/ Fine Sand
TWDB,249801,Clay and Sandy Clay
TWDB,249801,Fine Sand w/ Clay Streaks
TWDB,249801,Medium Sand and Clay Streaks
TWDB,249801,Clay and Cemented Sand
TWDB,250403,Surface
TWDB,250403,Coarse Gravel and Sand
TWDB,250403,Medium Sand
TWDB,250403,Medium Sand Little Clay
TWDB,250403,Medium to Coarse Sand and Fine Gravel
TWDB,250403,Medium Sand Clear
TWDB,250403,Cemented Sand and Gravel
TWDB,250403,Coarse Sand and Gravel
TWDB,250403,Tight Sand Gravel and Yellow Clay Mixed
TWDB,250403,Yellow Clay and Shale
TWDB,255802,Surface
TWDB,255802,Med to Coarse Sand
TWDB,255802,Fine Sand
TWDB,255802,Medium to Coarse Sand and Clay
TWDB,255802,Fine Sand and Clay
TWDB,255802,Fine to Medium Sand and Clay
TWDB,255802,Red Clay
TWDB,255802,Medium Cemented Sand and Clay
TWDB,255802,Red Shale and Red Bed
TWDB,260303,"topsoil, caliche,sand strip"
TWDB,260303,coarse sand w/sandy clay& gravel strips
TWDB,260303,"coars sand w/sandy clay, clay& small gravel strips"
TWDB,260303,"coarse sand, yellow ss, tan clay"
TWDB,260303,"sandy clay & clay, med sand"
TWDB,260303,fine to med sand w/sandy clay strips
TWDB,260303,med to coarse sand w/ small gravel strips
TWDB,260303,"tight med sand, coarse sand& gravel"
TWDB,260303,"hard ss, tight fine t med sand"
TWDB,260303,fine to med to coarse fairly tight sand
TWDB,260303,fine to med sand w/sandy clay strip
TWDB,260303,fairly loose fine sand& sandy clay
TWDB,260303,"med to coarse sand& sandy clay, clay strip"
TWDB,260303,"sandy clay w/ clay, sand& small gravel strips"
TWDB,260303,"coarse sand & cemented gravel w/ clay strips, red clay, gray clay"
TWDB,260303,sticky red & gray w/ shale strips
TWDB,237701,Top Soil
TWDB,237701,"Caliche, Clay and Sand"
TWDB,237701,Fine to Medium Sand and Clay
TWDB,237701,Coarse Sand and Gravel
TWDB,237701,Clay
TWDB,239502,"topsoil, caliche& sandy clay w/sand strips"
TWDB,239502,med to coarse sand w/small gravel& clay strips
TWDB,239502,coarse sand & gravel
TWDB,239502,"coarse sand, clay& sandy clay"
TWDB,239502,"clay strip, coarse sand& small gravel"
TWDB,239502,"coarse sand, red& grey clay w/hard sandstone strips"
TWDB,239502,"red/grey clay, med sand, conglomerate rock strip"
TWDB,239502,"orange, red & grey clay"
TWDB,239502,"dark red to purple& grey clay, fine tan sand"
TWDB,239502,"small sandstrip, yellow red& grey clay"
TWDB,239502,"red/grey clay, med tan/brown sand"
TWDB,239502,med brown sand w/clay
TWDB,239502,red clay & shale
TWDB,252601,Top Soil
TWDB,252601,Clay and Caliche
TWDB,252601,Cap Rock
TWDB,252601,"Caliche, Clay and Sand"
TWDB,252601,Coarse Sand w/ some Gravel
TWDB,252601,Brown Clay w/ some Red Bed
TWDB,258302,top soil
TWDB,258302,caliche
TWDB,258302,caprock
TWDB,258302,clay and sand w/thin rock
TWDB,258302,sand w/clay streaks
TWDB,258302,medium sand
TWDB,258302,coarse sand
TWDB,258302,fine sand - clay streaks
TWDB,258302,medium sand
TWDB,258302,coarse sand
TWDB,249401,"top soil, caliche& clay"
TWDB,249401,med sand
TWDB,249401,brown clay
TWDB,249401,coarse sand and gravel
TWDB,249401,brown clay & blue shale
TWDB,249901,top soil
TWDB,249901,caliche & sand
TWDB,249901,caprock
TWDB,249901,sand and soft sandstone
TWDB,249901,fine sand - clay sand
TWDB,249901,clay sand
TWDB,249901,clay & clay sand
TWDB,249901,"clay-sand, clay sand"
TWDB,249901,sand clay - coarse sand& rock clay
TWDB,250701,surface
TWDB,250701,course sand and gravel
TWDB,250701,coarse sand and gravel hard
TWDB,250701,coarse sand and strks sandy clay
TWDB,250701,sandy clay
TWDB,250701,coarse sand & gravel & strks of clay
TWDB,250701,clay
TWDB,2716803,Top Soil
TWDB,2716803,Caliche & Rock
TWDB,2716803,Sand & Gravel
TWDB,2716803,Brown Sandy Clay
TWDB,2716803,Sand
TWDB,2716803,Clay with Sand Streaks
TWDB,2716803,"Sand, Gravel & Limestone"
TWDB,2716803,Clay
TWDB,2716803,Limestone & Shale
TWDB,2716803,Yellow and Blue Clay
TWDB,2708505,Top Soil
TWDB,2708505,Caliche
TWDB,2708505,Rock
TWDB,2708505,Caliche
TWDB,2708505,Sand Gravel
TWDB,2708505,Lime Rock Yellow Clay
TWDB,2732601,Top Soil
TWDB,2732601,Caliche
TWDB,2732601,Rock and Clay
TWDB,2732601,Sand
TWDB,2732601,Red Bed
TWDB,2724902,Top Soil
TWDB,2724902,Brown Clay
TWDB,2724902,Caliche
TWDB,2724902,Brown Clay
TWDB,2724902,Lime Rock
TWDB,2724902,Sand and Gravel
TWDB,2724902,Red Clay
TWDB,2716802,Top Soil
TWDB,2716802,Caliche
TWDB,2716802,Sand and Soft Limestone
TWDB,2716802,Clay
TWDB,2716802,Sandstone
TWDB,2716802,Rock
TWDB,2716802,Sand w/ Few Clay Streaks
TWDB,2716802,Clay
TWDB,2716802,Sand
TWDB,2716802,Clay w/ Sand Streaks
TWDB,2716802,Sandy Clay
TWDB,2716802,Sand and Gravel
TWDB,2716802,Limestone and Gravel
TWDB,2716802,Blue Clay
TWDB,2716802,Red Bed
TWDB,2809908,Top Soil
TWDB,2809908,Caliche
TWDB,2809908,Sandy Clay
TWDB,2809908,Sand and Gravel
TWDB,2809908,Sandy Clay
TWDB,2809908,Clay
TWDB,2809908,Sand and Gravel
