date,normalised_level
2001-09-01,1.0982359090751845
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,0.9870496521722762
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,0.049560324968554156
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,-0.14192129143715815
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,-0.14285839705819503
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,-0.12020337190887047
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,-0.24300304436151782
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,0.2805064013022904
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,0.2937151891730563
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.45021159335536076
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,0.1906746178994289
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,-0.4702643403793188
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,-0.39238602358643443
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-0.6174409677373447
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,-0.3304704683637169
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,-0.2459508237859569
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,-0.4801992866317508
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,-0.318667051383308
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,0.026710582081263756
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,0.1491772343459118
