date,normalised_level
2001-03-01,2.143882703557504
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,2.023514874858362
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,1.7814755967792928
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,1.3348640129751428
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,1.349048263855818
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,1.2089061600568567
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,0.8471941492588978
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,0.7828891673802627
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,0.6833584743061187
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,0.3560687167766701
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.22364814434291755
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,-0.20674940946511802
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,-0.9730078337494766
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,-1.135556814302576
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,-1.4924526806093041
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,-1.2607666055089113
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,-1.332296611059151
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,-1.3294998965276932
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,-1.4868879879113608
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,-1.6664574937337766
