date,normalised_level
2001-06-01,2.5019971660155287
2001-09-01,
2001-12-01,
2002-03-01,
2002-06-01,0.6867558876908295
2002-09-01,
2002-12-01,
2003-03-01,
2003-06-01,1.1800937063943642
2003-09-01,
2003-12-01,
2004-03-01,
2004-06-01,0.8212722352756893
2004-09-01,
2004-12-01,
2005-03-01,
2005-06-01,0.9637002496159749
2005-09-01,
2005-12-01,
2006-03-01,
2006-06-01,0.820096120188291
2006-09-01,
2006-12-01,
2007-03-01,
2007-06-01,0.5453743975388957
2007-09-01,
2007-12-01,
2008-03-01,
2008-06-01,0.7130272622780062
2008-09-01,
2008-12-01,
2009-03-01,
2009-06-01,1.4020678717630268
2009-09-01,
2009-12-01,
2010-03-01,
2010-06-01,1.3944116126677426
2010-09-01,
2010-12-01,
2011-03-01,
2011-06-01,0.413763185269743
2011-09-01,
2011-12-01,
2012-03-01,
2012-06-01,-0.4200493607088231
2012-09-01,
2012-12-01,
2013-03-01,
2013-06-01,-1.0188887706847642
2013-09-01,
2013-12-01,
2014-03-01,
2014-06-01,-2.101089037807099
2014-09-01,
2014-12-01,
2015-03-01,
2015-06-01,-1.84503488543732
2015-09-01,
2015-12-01,
2016-03-01,
2016-06-01,-1.3511932982488213
2016-09-01,
2016-12-01,
2017-03-01,
2017-06-01,-0.8434781096457429
2017-09-01,
2017-12-01,
2018-03-01,
2018-06-01,-1.6161943021965486
2018-09-01,
2018-12-01,
2019-03-01,
2019-06-01,0.14853208539519472
2019-09-01,
2019-12-01,
2020-03-01,
2020-06-01,-0.4196081821977853
