date,level,site
2001-09-21,,#370014101265101
2002-09-21,,#370014101265101
2003-09-21,,#370014101265101
2004-09-21,,#370014101265101
2005-09-21,,#370014101265101
2006-09-21,,#370014101265101
2007-09-21,,#370014101265101
2008-09-21,,#370014101265101
2009-09-21,,#370014101265101
2010-09-21,,#370014101265101
2011-09-21,,#370014101265101
2012-09-21,,#370014101265101
2013-09-21,,#370014101265101
2014-09-21,,#370014101265101
2015-09-21,,#370014101265101
2016-09-21,,#370014101265101
2017-09-21,,#370014101265101
2018-09-21,,#370014101265101
2019-09-21,,#370014101265101
2020-09-21,,#370014101265101
2001-09-21,,#370033100534202
2002-09-21,,#370033100534202
2003-09-21,,#370033100534202
2004-09-21,,#370033100534202
2005-09-21,,#370033100534202
2006-09-21,,#370033100534202
2007-09-21,,#370033100534202
2008-09-21,,#370033100534202
2009-09-21,,#370033100534202
2010-09-21,,#370033100534202
2011-09-21,,#370033100534202
2012-09-21,,#370033100534202
2013-09-21,,#370033100534202
2014-09-21,-49.024673913043486,#370033100534202
2015-09-21,-49.24717391304348,#370033100534202
2016-09-21,-49.924945054945056,#370033100534202
2017-09-21,-50.44184782608695,#370033100534202
2018-09-21,,#370033100534202
2019-09-21,-49.9525,#370033100534202
2020-09-21,-50.30674418604652,#370033100534202
2001-09-21,,#370037101300201
2002-09-21,,#370037101300201
2003-09-21,,#370037101300201
2004-09-21,,#370037101300201
2005-09-21,,#370037101300201
2006-09-21,,#370037101300201
2007-09-21,,#370037101300201
2008-09-21,,#370037101300201
2009-09-21,,#370037101300201
2010-09-21,,#370037101300201
2011-09-21,,#370037101300201
2012-09-21,,#370037101300201
2013-09-21,,#370037101300201
2014-09-21,,#370037101300201
2015-09-21,,#370037101300201
2016-09-21,,#370037101300201
2017-09-21,,#370037101300201
2018-09-21,,#370037101300201
2019-09-21,,#370037101300201
2020-09-21,,#370037101300201
2001-09-21,,#370103101222801
2002-09-21,,#370103101222801
2003-09-21,,#370103101222801
2004-09-21,,#370103101222801
2005-09-21,,#370103101222801
2006-09-21,,#370103101222801
2007-09-21,,#370103101222801
2008-09-21,,#370103101222801
2009-09-21,,#370103101222801
2010-09-21,,#370103101222801
2011-09-21,,#370103101222801
2012-09-21,,#370103101222801
2013-09-21,,#370103101222801
2014-09-21,,#370103101222801
2015-09-21,,#370103101222801
2016-09-21,,#370103101222801
2017-09-21,,#370103101222801
2018-09-21,,#370103101222801
2019-09-21,,#370103101222801
2020-09-21,,#370103101222801
2001-09-21,,#370130101145201
2002-09-21,,#370130101145201
2003-09-21,,#370130101145201
2004-09-21,,#370130101145201
2005-09-21,,#370130101145201
2006-09-21,,#370130101145201
2007-09-21,,#370130101145201
2008-09-21,,#370130101145201
2009-09-21,,#370130101145201
2010-09-21,,#370130101145201
2011-09-21,,#370130101145201
2012-09-21,,#370130101145201
2013-09-21,,#370130101145201
2014-09-21,,#370130101145201
2015-09-21,,#370130101145201
2016-09-21,,#370130101145201
2017-09-21,,#370130101145201
2018-09-21,,#370130101145201
2019-09-21,,#370130101145201
2020-09-21,,#370130101145201
2001-09-21,,#370130101180902
2002-09-21,,#370130101180902
2003-09-21,,#370130101180902
2004-09-21,,#370130101180902
2005-09-21,,#370130101180902
2006-09-21,,#370130101180902
2007-09-21,,#370130101180902
2008-09-21,,#370130101180902
2009-09-21,,#370130101180902
2010-09-21,,#370130101180902
2011-09-21,,#370130101180902
2012-09-21,,#370130101180902
2013-09-21,,#370130101180902
2014-09-21,-72.49130434782609,#370130101180902
2015-09-21,-71.57177777777778,#370130101180902
2016-09-21,-73.54711111111111,#370130101180902
2017-09-21,-71.06206521739131,#370130101180902
2018-09-21,,#370130101180902
2019-09-21,-73.69239130434782,#370130101180902
2020-09-21,-77.51065217391304,#370130101180902
2001-09-21,,#370217101593801
2002-09-21,,#370217101593801
2003-09-21,,#370217101593801
2004-09-21,,#370217101593801
2005-09-21,,#370217101593801
2006-09-21,,#370217101593801
2007-09-21,,#370217101593801
2008-09-21,,#370217101593801
2009-09-21,,#370217101593801
2010-09-21,,#370217101593801
2011-09-21,,#370217101593801
2012-09-21,,#370217101593801
2013-09-21,,#370217101593801
2014-09-21,,#370217101593801
2015-09-21,,#370217101593801
2016-09-21,,#370217101593801
2017-09-21,,#370217101593801
2018-09-21,,#370217101593801
2019-09-21,,#370217101593801
2020-09-21,,#370217101593801
2001-09-21,,#370224101394603
2002-09-21,,#370224101394603
2003-09-21,,#370224101394603
2004-09-21,,#370224101394603
2005-09-21,,#370224101394603
2006-09-21,,#370224101394603
2007-09-21,,#370224101394603
2008-09-21,,#370224101394603
2009-09-21,,#370224101394603
2010-09-21,,#370224101394603
2011-09-21,,#370224101394603
2012-09-21,,#370224101394603
2013-09-21,,#370224101394603
2014-09-21,,#370224101394603
2015-09-21,,#370224101394603
2016-09-21,,#370224101394603
2017-09-21,,#370224101394603
2018-09-21,,#370224101394603
2019-09-21,,#370224101394603
2020-09-21,,#370224101394603
2001-09-21,,#370307100295701
2002-09-21,,#370307100295701
2003-09-21,,#370307100295701
2004-09-21,,#370307100295701
2005-09-21,,#370307100295701
2006-09-21,,#370307100295701
2007-09-21,,#370307100295701
2008-09-21,,#370307100295701
2009-09-21,,#370307100295701
2010-09-21,,#370307100295701
2011-09-21,,#370307100295701
2012-09-21,,#370307100295701
2013-09-21,,#370307100295701
2014-09-21,,#370307100295701
2015-09-21,,#370307100295701
2016-09-21,,#370307100295701
2017-09-21,,#370307100295701
2018-09-21,,#370307100295701
2019-09-21,,#370307100295701
2020-09-21,,#370307100295701
2001-09-21,,#370322101443201
2002-09-21,,#370322101443201
2003-09-21,,#370322101443201
2004-09-21,,#370322101443201
2005-09-21,,#370322101443201
2006-09-21,,#370322101443201
2007-09-21,,#370322101443201
2008-09-21,,#370322101443201
2009-09-21,,#370322101443201
2010-09-21,,#370322101443201
2011-09-21,,#370322101443201
2012-09-21,,#370322101443201
2013-09-21,,#370322101443201
2014-09-21,,#370322101443201
2015-09-21,,#370322101443201
2016-09-21,,#370322101443201
2017-09-21,,#370322101443201
2018-09-21,,#370322101443201
2019-09-21,,#370322101443201
2020-09-21,,#370322101443201
2001-09-21,,#370352101055301
2002-09-21,,#370352101055301
2003-09-21,,#370352101055301
2004-09-21,,#370352101055301
2005-09-21,,#370352101055301
2006-09-21,,#370352101055301
2007-09-21,,#370352101055301
2008-09-21,,#370352101055301
2009-09-21,,#370352101055301
2010-09-21,,#370352101055301
2011-09-21,,#370352101055301
2012-09-21,,#370352101055301
2013-09-21,,#370352101055301
2014-09-21,,#370352101055301
2015-09-21,,#370352101055301
2016-09-21,,#370352101055301
2017-09-21,,#370352101055301
2018-09-21,,#370352101055301
2019-09-21,,#370352101055301
2020-09-21,,#370352101055301
2001-09-21,,#370356101194502
2002-09-21,,#370356101194502
2003-09-21,,#370356101194502
2004-09-21,,#370356101194502
2005-09-21,,#370356101194502
2006-09-21,,#370356101194502
2007-09-21,,#370356101194502
2008-09-21,,#370356101194502
2009-09-21,,#370356101194502
2010-09-21,,#370356101194502
2011-09-21,,#370356101194502
2012-09-21,,#370356101194502
2013-09-21,,#370356101194502
2014-09-21,,#370356101194502
2015-09-21,,#370356101194502
2016-09-21,,#370356101194502
2017-09-21,,#370356101194502
2018-09-21,,#370356101194502
2019-09-21,,#370356101194502
2020-09-21,,#370356101194502
2001-09-21,,#370402101394401
2002-09-21,,#370402101394401
2003-09-21,,#370402101394401
2004-09-21,,#370402101394401
2005-09-21,,#370402101394401
2006-09-21,,#370402101394401
2007-09-21,,#370402101394401
2008-09-21,,#370402101394401
2009-09-21,,#370402101394401
2010-09-21,,#370402101394401
2011-09-21,,#370402101394401
2012-09-21,,#370402101394401
2013-09-21,-57.14,#370402101394401
2014-09-21,,#370402101394401
2015-09-21,,#370402101394401
2016-09-21,,#370402101394401
2017-09-21,-57.53,#370402101394401
2018-09-21,,#370402101394401
2019-09-21,-57.41,#370402101394401
2020-09-21,,#370402101394401
2001-09-21,,#370410101272201
2002-09-21,,#370410101272201
2003-09-21,,#370410101272201
2004-09-21,,#370410101272201
2005-09-21,,#370410101272201
2006-09-21,,#370410101272201
2007-09-21,,#370410101272201
2008-09-21,,#370410101272201
2009-09-21,,#370410101272201
2010-09-21,,#370410101272201
2011-09-21,,#370410101272201
2012-09-21,,#370410101272201
2013-09-21,,#370410101272201
2014-09-21,,#370410101272201
2015-09-21,,#370410101272201
2016-09-21,,#370410101272201
2017-09-21,,#370410101272201
2018-09-21,,#370410101272201
2019-09-21,,#370410101272201
2020-09-21,,#370410101272201
2001-09-21,,#370421102015501
2002-09-21,,#370421102015501
2003-09-21,,#370421102015501
2004-09-21,,#370421102015501
2005-09-21,,#370421102015501
2006-09-21,,#370421102015501
2007-09-21,,#370421102015501
2008-09-21,,#370421102015501
2009-09-21,,#370421102015501
2010-09-21,,#370421102015501
2011-09-21,,#370421102015501
2012-09-21,,#370421102015501
2013-09-21,,#370421102015501
2014-09-21,,#370421102015501
2015-09-21,,#370421102015501
2016-09-21,,#370421102015501
2017-09-21,,#370421102015501
2018-09-21,,#370421102015501
2019-09-21,-1.2558695652173917,#370421102015501
2020-09-21,-1.4982608695652175,#370421102015501
2001-09-21,,#370434100405203
2002-09-21,,#370434100405203
2003-09-21,,#370434100405203
2004-09-21,,#370434100405203
2005-09-21,,#370434100405203
2006-09-21,,#370434100405203
2007-09-21,,#370434100405203
2008-09-21,,#370434100405203
2009-09-21,,#370434100405203
2010-09-21,,#370434100405203
2011-09-21,,#370434100405203
2012-09-21,,#370434100405203
2013-09-21,-16.8,#370434100405203
2014-09-21,,#370434100405203
2015-09-21,,#370434100405203
2016-09-21,,#370434100405203
2017-09-21,-16.81,#370434100405203
2018-09-21,,#370434100405203
2019-09-21,-16.85,#370434100405203
2020-09-21,,#370434100405203
2001-09-21,,#370552101045701
2002-09-21,,#370552101045701
2003-09-21,,#370552101045701
2004-09-21,,#370552101045701
2005-09-21,,#370552101045701
2006-09-21,,#370552101045701
2007-09-21,,#370552101045701
2008-09-21,,#370552101045701
2009-09-21,,#370552101045701
2010-09-21,,#370552101045701
2011-09-21,,#370552101045701
2012-09-21,,#370552101045701
2013-09-21,,#370552101045701
2014-09-21,,#370552101045701
2015-09-21,,#370552101045701
2016-09-21,,#370552101045701
2017-09-21,,#370552101045701
2018-09-21,,#370552101045701
2019-09-21,,#370552101045701
2020-09-21,,#370552101045701
2001-09-21,,#370619102021001
2002-09-21,,#370619102021001
2003-09-21,,#370619102021001
2004-09-21,,#370619102021001
2005-09-21,,#370619102021001
2006-09-21,,#370619102021001
2007-09-21,,#370619102021001
2008-09-21,,#370619102021001
2009-09-21,,#370619102021001
2010-09-21,,#370619102021001
2011-09-21,,#370619102021001
2012-09-21,,#370619102021001
2013-09-21,,#370619102021001
2014-09-21,,#370619102021001
2015-09-21,,#370619102021001
2016-09-21,,#370619102021001
2017-09-21,,#370619102021001
2018-09-21,,#370619102021001
2019-09-21,,#370619102021001
2020-09-21,,#370619102021001
2001-09-21,,#370651101493001
2002-09-21,,#370651101493001
2003-09-21,,#370651101493001
2004-09-21,,#370651101493001
2005-09-21,,#370651101493001
2006-09-21,,#370651101493001
2007-09-21,,#370651101493001
2008-09-21,,#370651101493001
2009-09-21,,#370651101493001
2010-09-21,,#370651101493001
2011-09-21,,#370651101493001
2012-09-21,,#370651101493001
2013-09-21,,#370651101493001
2014-09-21,,#370651101493001
2015-09-21,,#370651101493001
2016-09-21,,#370651101493001
2017-09-21,,#370651101493001
2018-09-21,,#370651101493001
2019-09-21,,#370651101493001
2020-09-21,,#370651101493001
2001-09-21,,#370710100530001
2002-09-21,,#370710100530001
2003-09-21,,#370710100530001
2004-09-21,,#370710100530001
2005-09-21,,#370710100530001
2006-09-21,,#370710100530001
2007-09-21,,#370710100530001
