date,normalised_level
2001-09-01,2.630793631014884
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,5.754751713316059
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,1.1915764232700568
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,1.6841758212053128
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,1.4155290033558903
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,1.246394072584027
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,1.2201225509254279
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,1.1054799484663709
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,1.2658944617881616
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.6756765389561527
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,-0.4000537805544316
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,-1.0452389645406406
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,-0.9071718219745967
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-1.4105688254917077
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,-1.4896896489245188
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,-1.1559721916724313
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,-1.5148277588478274
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,-2.589541301806644
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,-2.637220306241635
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,-1.787531533754482
