date,normalised_level
2001-03-01,3.0937251823715193
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,2.738168866240739
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,2.257567454269677
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,1.882634693802383
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,1.8546681271720364
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,1.708449719472912
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,1.1915824529246497
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,1.0775086248917576
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,0.8546149352045262
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,0.41957412838732866
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.254198014379464
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,-0.5230437965067962
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,-1.3125557168742774
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,-1.7184677661010488
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,-2.031937317129497
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,-2.0243938643447343
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,-2.1775086139225484
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,-2.2259007797412727
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,-2.4968225238940094
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,-2.577494254271019
