AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
KSGS,373607100565301,1995-12-12T00:00:00-06:00,,,Feet,381.00,ft,Unknown,381.00,2595,,Unknown,Unknown
KSGS,373607100565301,1996-01-29T00:00:00-06:00,,,Feet,375.98,ft,Unknown,375.98,2600,,Steel-tape measurement,Unknown
KSGS,373607100565301,1996-03-11T00:00:00-06:00,,,Feet,379.02,ft,Unknown,379.02,2597,,Steel-tape measurement,Unknown
KSGS,373607100565301,1996-09-11T00:00:00-05:00,,,Feet,385.46,ft,Unknown,385.46,2591,,Steel-tape measurement,Unknown
KSGS,373607100565301,1997-01-07T12:11:45-06:00,,,Feet,379.63,ft,0.01,379.63,2596,,Steel-tape measurement,KGS
KSGS,373607100565301,1998-01-06T15:59:19-06:00,,,Feet,379.20,ft,0.01,379.20,2597,,Steel-tape measurement,KGS
KSGS,373607100565301,1999-01-05T10:02:18-06:00,,,Feet,379.32,ft,0.01,379.32,2597,,Steel-tape measurement,KGS
KSGS,373607100565301,2000-01-06T09:22:08-06:00,,,Feet,381.18,ft,0.01,381.18,2595,,Steel-tape measurement,KGS
KSGS,373607100565301,2000-01-08T17:14:06-06:00,,,Feet,380.55,ft,0.01,380.55,2595,,Steel-tape measurement,KGS
KSGS,373607100565301,2001-01-05T14:09:23-06:00,,,Feet,382.68,ft,0.01,382.68,2593,,Steel-tape measurement,KGS
KSGS,373607100565301,2002-01-06T12:57:37-06:00,,,Feet,385.21,ft,0.01,385.21,2591,,Steel-tape measurement,KGS
KSGS,373607100565301,2003-01-09T09:20:50-06:00,,,Feet,389.06,ft,0.01,389.06,2587,,Steel-tape measurement,KGS
KSGS,373607100565301,2003-01-09T10:00:33-06:00,,,Feet,389.04,ft,0.01,389.04,2587,,Steel-tape measurement,KGS
KSGS,373607100565301,2004-01-04T14:48:59-06:00,,,Feet,390.10,ft,0.01,390.10,2586,,Steel-tape measurement,KGS
KSGS,373607100565301,2005-01-07T12:39:13-06:00,,,Feet,391.29,ft,0.01,391.29,2585,,Steel-tape measurement,DWR
KSGS,373607100565301,2006-01-06T10:54:56-06:00,,,Feet,390.58,ft,0.01,390.58,2585,,Steel-tape measurement,DWR
KSGS,373607100565301,2007-01-09T00:00:00-06:00,,,Feet,393.60,ft,0.01,393.60,2582,,Steel-tape measurement,DWR
