AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
CODWR,665,1993-01-14T00:00:00-07:00,,,ft,23.90,UNKNOWN,Unknown,23.90,3553.79,,UNKNOWN,DWR (Manual)
CODWR,665,1994-01-12T00:00:00-07:00,,,ft,23.90,UNKNOWN,Unknown,23.90,3553.79,,UNKNOWN,DWR (Manual)
CODWR,665,1994-12-24T00:00:00-07:00,,,ft,23.60,UNKNOWN,Unknown,23.60,3554.09,,UNKNOWN,DWR (Manual)
CODWR,665,1995-12-22T00:00:00-07:00,,,ft,21.90,UNKNOWN,Unknown,21.90,3555.79,,UNKNOWN,DWR (Manual)
CODWR,665,1996-12-25T00:00:00-07:00,,,ft,22.70,UNKNOWN,Unknown,22.70,3554.99,,UNKNOWN,DWR (Manual)
CODWR,665,1998-01-10T00:00:00-07:00,,,ft,24.50,UNKNOWN,Unknown,24.50,3553.19,,UNKNOWN,DWR (Manual)
CODWR,665,1999-01-15T00:00:00-07:00,,,ft,24.70,UNKNOWN,Unknown,24.70,3552.99,,UNKNOWN,DWR (Manual)
CODWR,665,2000-01-16T00:00:00-07:00,,,ft,23.60,UNKNOWN,Unknown,23.60,3554.09,,UNKNOWN,DWR (Manual)
CODWR,665,2000-12-30T00:00:00-07:00,,,ft,23.80,UNKNOWN,Unknown,23.80,3553.89,,UNKNOWN,DWR (Manual)
CODWR,665,2002-01-02T00:00:00-07:00,,,ft,23.50,UNKNOWN,Unknown,23.50,3554.19,,UNKNOWN,DWR (Manual)
CODWR,665,2002-12-27T00:00:00-07:00,,,ft,25.20,UNKNOWN,Unknown,25.20,3552.49,,UNKNOWN,DWR (Manual)
CODWR,665,2004-01-06T00:00:00-07:00,,,ft,25.40,UNKNOWN,Unknown,25.40,3552.29,,UNKNOWN,DWR (Manual)
CODWR,665,2004-12-18T00:00:00-07:00,,,ft,25.40,UNKNOWN,Unknown,25.40,3552.29,,UNKNOWN,DWR (Manual)
CODWR,665,2006-01-23T00:00:00-07:00,,,ft,25.00,UNKNOWN,Unknown,25.00,3552.69,,UNKNOWN,DWR (Manual)
CODWR,665,2006-12-18T00:00:00-07:00,,,ft,24.50,UNKNOWN,Unknown,24.50,3553.19,,UNKNOWN,DWR (Manual)
CODWR,665,2008-01-12T00:00:00-07:00,,,ft,23.90,UNKNOWN,Unknown,23.90,3553.79,,UNKNOWN,DWR (Manual)
CODWR,665,2008-12-08T00:00:00-07:00,,,ft,24.70,UNKNOWN,Unknown,24.70,3552.99,,UNKNOWN,DWR (Manual)
CODWR,665,2010-01-11T00:00:00-07:00,,,ft,25.00,UNKNOWN,Unknown,25.00,3552.69,,UNKNOWN,DWR (Manual)
CODWR,665,2011-01-24T00:00:00-07:00,,,ft,25.20,UNKNOWN,Unknown,25.20,3552.49,,UNKNOWN,DWR (Manual)
CODWR,665,2012-03-06T00:00:00-07:00,,,ft,24.30,UNKNOWN,Unknown,24.30,3553.39,,UNKNOWN,DWR (Manual)
CODWR,665,2013-03-06T00:00:00-07:00,,,ft,24.70,UNKNOWN,Unknown,24.70,3552.99,,UNKNOWN,DWR (Manual)
CODWR,665,2014-01-20T00:00:00-07:00,,,ft,25.70,UNKNOWN,Unknown,25.70,3551.99,,UNKNOWN,DWR (Manual)
CODWR,665,2015-02-19T00:00:00-07:00,,,ft,25.30,UNKNOWN,Unknown,25.30,3552.39,,UNKNOWN,DWR (Manual)
CODWR,665,2016-03-09T00:00:00-07:00,,,ft,23.70,UNKNOWN,Unknown,23.70,3553.99,,UNKNOWN,DWR (Manual)
CODWR,665,2017-02-01T00:00:00-07:00,,,ft,21.70,UNKNOWN,Unknown,21.70,3555.99,,UNKNOWN,DWR (Manual)
CODWR,665,2018-01-16T00:00:00-07:00,,,ft,24.70,UNKNOWN,Unknown,24.70,3552.99,,UNKNOWN,DWR (Manual)
CODWR,665,2019-01-15T00:00:00-07:00,,,ft,21.90,UNKNOWN,Unknown,21.90,3555.79,,UNKNOWN,DWR (Manual)
CODWR,665,2020-03-06T00:00:00-07:00,,,ft,24.40,UNKNOWN,Unknown,24.40,3553.29,,UNKNOWN,DWR (Manual)
