AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
TWDB,1159405,1993-01-18T00:00:00-06:00,,,Feet,79.62,Unknown,Unknown,79.62,3259,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,1994-01-19T00:00:00-06:00,,,Feet,81.30,Unknown,Unknown,81.30,3258,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,1995-01-17T00:00:00-06:00,,,Feet,84.12,Unknown,Unknown,84.12,3255,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,1996-01-25T00:00:00-06:00,,,Feet,85.06,Unknown,Unknown,85.06,3254,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,1997-01-31T00:00:00-06:00,,,Feet,86.77,Unknown,Unknown,86.77,3252,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,1998-01-12T00:00:00-06:00,,,Feet,87.83,Unknown,Unknown,87.83,3251,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,1999-01-25T00:00:00-06:00,,,Feet,90.00,Unknown,Unknown,90.00,3249,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2000-01-31T00:00:00-06:00,,,Feet,89.92,Unknown,Unknown,89.92,3249,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2001-01-23T00:00:00-06:00,,,Feet,91.04,Unknown,Unknown,91.04,3248,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2002-02-11T00:00:00-06:00,,,Feet,91.62,Unknown,Unknown,91.62,3247,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2003-02-24T00:00:00-06:00,,,Feet,93.47,Unknown,Unknown,93.47,3246,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2004-01-30T00:00:00-06:00,,,Feet,93.58,Unknown,Unknown,93.58,3245,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2005-02-09T00:00:00-06:00,,,Feet,93.15,Unknown,Unknown,93.15,3246,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2006-01-13T00:00:00-06:00,,,Feet,92.27,Unknown,Unknown,92.27,3247,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2007-01-12T00:00:00-06:00,,,Feet,93.87,Unknown,Unknown,93.87,3245,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2008-01-17T00:00:00-06:00,,,Feet,91.89,Unknown,Unknown,91.89,3247,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2009-02-03T00:00:00-06:00,,,Feet,93.29,Unknown,Unknown,93.29,3246,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2010-01-15T00:00:00-06:00,,,Feet,94.03,Unknown,Unknown,94.03,3245,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2011-01-19T00:00:00-06:00,,,Feet,90.75,Unknown,Unknown,90.75,3248,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2012-02-10T00:00:00-06:00,,,Feet,93.39,Unknown,Unknown,93.39,3246,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,1159405,2012-12-20T00:00:00-06:00,,,Feet,95.40,Unknown,Unknown,95.40,3244,measurement point: land surface,Steel Tape,Groundwater Conservation District
