AgencyCd,SiteNo,Time,Original Parameter,Original Direction,Original Unit,Original Value,Accuracy Unit,Accuracy Value,Depth to Water Below Land Surface in ft.,Water level in feet relative to NAVD88,Comment,Observation Method,Data Provided by,
TWDB,0437801,1993-02-10T00:00:00-06:00,,,Feet,203.36,Unknown,Unknown,203.36,2545,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,1994-01-10T00:00:00-06:00,,,Feet,205.31,Unknown,Unknown,205.31,2543,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,1995-01-09T00:00:00-06:00,,,Feet,203.69,Unknown,Unknown,203.69,2544,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,1996-01-17T00:00:00-06:00,,,Feet,197.70,Unknown,Unknown,197.70,2550,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,1997-01-17T00:00:00-06:00,,,Feet,188.68,Unknown,Unknown,188.68,2559,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2000-01-13T00:00:00-06:00,,,Feet,202.10,Unknown,Unknown,202.10,2546,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2001-01-04T00:00:00-06:00,,,Feet,182.10,Unknown,Unknown,182.10,2566,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2002-01-21T00:00:00-06:00,,,Feet,179.89,Unknown,Unknown,179.89,2568,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2004-01-21T00:00:00-06:00,,,Feet,185.56,Unknown,Unknown,185.56,2562,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2005-02-28T00:00:00-06:00,,,Feet,211.10,Unknown,Unknown,211.10,2537,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2006-03-28T00:00:00-06:00,,,Feet,191.99,Unknown,Unknown,191.99,2556,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2007-01-18T00:00:00-06:00,,,Feet,200.40,Unknown,Unknown,200.40,2548,measurement point: land surface,Steel Tape,Groundwater Conservation District
TWDB,0437801,2008-01-11T00:00:00-06:00,,,Feet,180.11,Unknown,Unknown,180.11,2568,measurement point: land surface,Steel Tape,Groundwater Conservation District
