date,normalised_level
2001-03-01,2.124898810592125
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,1.9311116252374338
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,1.4702530627482262
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,1.765916303322014
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,2.1071664106232606
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,2.074389508319911
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,1.4586051462870355
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,1.9664617942967695
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,1.7992873087212382
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,1.492085558546042
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.9726977958839776
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,0.33717556291892276
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,-0.22635247106014425
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,-0.5827412047040554
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,-1.3273356114476846
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,-1.366157630779371
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,-1.4877636115558786
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,-1.6046770566849498
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,-1.9533062837380901
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,-1.9999160243661365
