date,normalised_level
2001-03-01,-0.17568638606633277
2001-06-01,
2001-09-01,
2001-12-01,
2002-03-01,-0.05880476742341312
2002-06-01,
2002-09-01,
2002-12-01,
2003-03-01,-0.14673095606005404
2003-06-01,
2003-09-01,
2003-12-01,
2004-03-01,-0.10502114735024648
2004-06-01,
2004-09-01,
2004-12-01,
2005-03-01,0.04425078813214345
2005-06-01,
2005-09-01,
2005-12-01,
2006-03-01,-0.014656881985981585
2006-06-01,
2006-09-01,
2006-12-01,
2007-03-01,0.021917454798810354
2007-06-01,
2007-09-01,
2007-12-01,
2008-03-01,0.06270179545814791
2008-06-01,
2008-09-01,
2008-12-01,
2009-03-01,0.016446020708730913
2009-06-01,
2009-09-01,
2009-12-01,
2010-03-01,0.09979166666666561
2010-06-01,
2010-09-01,
2010-12-01,
2011-03-01,0.18249999999999922
2011-06-01,
2011-09-01,
2011-12-01,
2012-03-01,0.14708333333332746
2012-06-01,
2012-09-01,
2012-12-01,
2013-03-01,0.2570833333333269
2013-06-01,
2013-09-01,
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,
2014-12-01,
2015-03-01,0.1770833333333286
2015-06-01,
2015-09-01,
2015-12-01,
2016-03-01,0.007083333333326891
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,0.24479166666665897
2017-06-01,
2017-09-01,
2017-12-01,
2018-03-01,-0.024595391007819007
2018-06-01,
2018-09-01,
2018-12-01,
2019-03-01,0.00519024682160385
2019-06-01,
2019-09-01,
2019-12-01,
2020-03-01,-0.05672119221801575
