date,normalised_level
2001-09-01,-0.1863214418431832
2001-12-01,
2002-03-01,
2002-06-01,
2002-09-01,-0.1557417316982542
2002-12-01,
2003-03-01,
2003-06-01,
2003-09-01,-0.12936492010405112
2003-12-01,
2004-03-01,
2004-06-01,
2004-09-01,-0.08298578595318062
2004-12-01,
2005-03-01,
2005-06-01,
2005-09-01,0.02407190635451073
2005-12-01,
2006-03-01,
2006-06-01,
2006-09-01,-0.019183760683758305
2006-12-01,
2007-03-01,
2007-06-01,
2007-09-01,0.07425826830174505
2007-12-01,
2008-03-01,
2008-06-01,
2008-09-01,0.08259160163507613
2008-12-01,
2009-03-01,
2009-06-01,
2009-09-01,0.08477870680044486
2009-12-01,
2010-03-01,
2010-06-01,
2010-09-01,0.1476666666666615
2010-12-01,
2011-03-01,
2011-06-01,
2011-09-01,0.08733333333333171
2011-12-01,
2012-03-01,
2012-06-01,
2012-09-01,0.05733333333333235
2012-12-01,
2013-03-01,
2013-06-01,
2013-09-01,0.027333333333332988
2013-12-01,
2014-03-01,
2014-06-01,
2014-09-01,-0.0026666666666681493
2014-12-01,
2015-03-01,
2015-06-01,
2015-09-01,-0.3326666666666682
2015-12-01,
2016-03-01,
2016-06-01,
2016-09-01,0.2901666666666669
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,0.13068534002229582
2017-12-01,
2018-03-01,
2018-06-01,
2018-09-01,0.0023996655518310206
2018-12-01,
2019-03-01,
2019-06-01,
2019-09-01,-0.00020903010034167835
2019-12-01,
2020-03-01,
2020-06-01,
2020-09-01,-0.13291387959866263
