date,normalised_level
2001-12-01,-0.13579431438127543
2002-03-01,
2002-06-01,
2002-09-01,
2002-12-01,0.012976588628760055
2003-03-01,
2003-06-01,
2003-09-01,
2003-12-01,0.004715719063543844
2004-03-01,
2004-06-01,
2004-09-01,
2004-12-01,0.0036287625418047753
2005-03-01,
2005-06-01,
2005-09-01,
2005-12-01,-0.00540893888720273
2006-03-01,
2006-06-01,
2006-09-01,
2006-12-01,0.028520066889630158
2007-03-01,
2007-06-01,
2007-09-01,
2007-12-01,0.04931932198236488
2008-03-01,
2008-06-01,
2008-09-01,
2008-12-01,0.039101930678018704
2009-03-01,
2009-06-01,
2009-09-01,
2009-12-01,-0.01863636363636445
2010-03-01,
2010-06-01,
2010-09-01,
2010-12-01,0.052727272727272734
2011-03-01,
2011-06-01,
2011-09-01,
2011-12-01,-0.022272727272728332
2012-03-01,
2012-06-01,
2012-09-01,
2012-12-01,-0.007272727272727764
2013-03-01,
2013-06-01,
2013-09-01,
2013-12-01,0.3127272727272725
2014-03-01,
2014-06-01,
2014-09-01,
2014-12-01,0.03830267558528533
2015-03-01,
2015-06-01,
2015-09-01,
2015-12-01,-0.01727272727272755
2016-03-01,
2016-06-01,
2016-09-01,
2016-12-01,
2017-03-01,
2017-06-01,
2017-09-01,
2017-12-01,0.12161057692307509
2018-03-01,
2018-06-01,
2018-09-01,
2018-12-01,0.028932758817272308
2019-03-01,
2019-06-01,
2019-09-01,
2019-12-01,-0.028226379598654816
2020-03-01,
2020-06-01,
2020-09-01,
2020-12-01,-0.18881429259147234
